intersection_id,tollgate_id,week,time_window,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,avg_travel_time
"B","3","1","2016-10-18 16:00:00,2016-10-18 16:20:00","1013.7000","1018.7000","90.0000","1.9000","20.1000","95.0000","0.1000","111.9"
"B","3","1","2016-10-18 16:20:00,2016-10-18 16:40:00","1013.7000","1018.7000","90.0000","1.9000","20.1000","95.0000","0.1000","84.37"
"B","3","1","2016-10-18 16:40:00,2016-10-18 17:00:00","1013.7000","1018.7000","90.0000","1.9000","20.1000","95.0000","0.1000","85.17"
"B","3","1","2016-10-18 17:00:00,2016-10-18 17:20:00","1013.7000","1018.7000","90.0000","1.9000","20.1000","95.0000","0.1000","80.49"
"B","3","1","2016-10-18 17:20:00,2016-10-18 17:40:00","1013.7000","1018.7000","90.0000","1.9000","20.1000","95.0000","0.1000","97.56"
"B","3","1","2016-10-18 17:40:00,2016-10-18 18:00:00","1013.7000","1018.7000","90.0000","1.9000","20.1000","95.0000","0.1000","104.47"
"B","3","1","2016-10-18 18:00:00,2016-10-18 18:20:00","1012.1000","1017.1000","125.0000","2.3000","20.0000","96.0000","1.3000","125.47"
"B","3","1","2016-10-18 18:20:00,2016-10-18 18:40:00","1012.1000","1017.1000","125.0000","2.3000","20.0000","96.0000","1.3000","111.18"
"B","3","1","2016-10-18 18:40:00,2016-10-18 19:00:00","1012.1000","1017.1000","125.0000","2.3000","20.0000","96.0000","1.3000","117.39"
"B","3","1","2016-10-18 19:20:00,2016-10-18 19:40:00","1012.1000","1017.1000","125.0000","2.3000","20.0000","96.0000","1.3000","49.16"
"B","3","1","2016-10-18 19:40:00,2016-10-18 20:00:00","1012.1000","1017.1000","125.0000","2.3000","20.0000","96.0000","1.3000","80.09"
"B","3","1","2016-10-18 20:00:00,2016-10-18 20:20:00","1012.1000","1017.1000","125.0000","2.3000","20.0000","96.0000","1.3000","79.79"
"B","3","1","2016-10-18 20:20:00,2016-10-18 20:40:00","1012.1000","1017.1000","125.0000","2.3000","20.0000","96.0000","1.3000","127.4"
"B","3","1","2016-10-18 20:40:00,2016-10-18 21:00:00","1012.1000","1017.1000","125.0000","2.3000","20.0000","96.0000","1.3000","139.06"
"B","3","1","2016-10-18 21:00:00,2016-10-18 21:20:00","1011.7000","1016.7000","93.0000","1.9000","19.7000","95.0000","0.1000","93.79"
"B","3","1","2016-10-18 21:40:00,2016-10-18 22:00:00","1011.7000","1016.7000","93.0000","1.9000","19.7000","95.0000","0.1000","92.73"
"B","3","1","2016-10-18 22:20:00,2016-10-18 22:40:00","1011.7000","1016.7000","93.0000","1.9000","19.7000","95.0000","0.1000","126.05"
"B","3","1","2016-10-18 23:20:00,2016-10-18 23:40:00","1011.7000","1016.7000","93.0000","1.9000","19.7000","95.0000","0.1000","67.28"
"B","3","1","2016-10-18 23:40:00,2016-10-19 00:00:00","1011.7000","1016.7000","93.0000","1.9000","19.7000","95.0000","0.1000","80.51"
"B","3","2","2016-10-19 00:00:00,2016-10-19 00:20:00","1012.7000","1017.7000","49.0000","0.9000","20.1000","94.0000","0.2000","99.9"
"B","3","2","2016-10-19 00:40:00,2016-10-19 01:00:00","1012.7000","1017.7000","49.0000","0.9000","20.1000","94.0000","0.2000","66.63"
"B","3","2","2016-10-19 01:40:00,2016-10-19 02:00:00","1012.7000","1017.7000","49.0000","0.9000","20.1000","94.0000","0.2000","68.96"
"B","3","2","2016-10-19 02:00:00,2016-10-19 02:20:00","1012.7000","1017.7000","49.0000","0.9000","20.1000","94.0000","0.2000","80.97"
"B","3","2","2016-10-19 02:40:00,2016-10-19 03:00:00","1012.7000","1017.7000","49.0000","0.9000","20.1000","94.0000","0.2000","101.39"
"B","3","2","2016-10-19 03:40:00,2016-10-19 04:00:00","1012.6000","1017.6000","94.0000","2.8000","20.9000","92.0000","0.1000","60.31"
"B","3","2","2016-10-19 04:40:00,2016-10-19 05:00:00","1012.6000","1017.6000","94.0000","2.8000","20.9000","92.0000","0.1000","77.64"
"B","3","2","2016-10-19 06:00:00,2016-10-19 06:20:00","1010.8000","1015.8000","89.0000","2.1000","20.7000","94.0000","1.0000","102.83"
"B","3","2","2016-10-19 06:20:00,2016-10-19 06:40:00","1010.8000","1015.8000","89.0000","2.1000","20.7000","94.0000","1.0000","106.34"
"B","3","2","2016-10-19 07:00:00,2016-10-19 07:20:00","1010.8000","1015.8000","89.0000","2.1000","20.7000","94.0000","1.0000","141.43"
"B","3","2","2016-10-19 07:20:00,2016-10-19 07:40:00","1010.8000","1015.8000","89.0000","2.1000","20.7000","94.0000","1.0000","73.72"
"B","3","2","2016-10-19 07:40:00,2016-10-19 08:00:00","1010.8000","1015.8000","89.0000","2.1000","20.7000","94.0000","1.0000","80.27"
"B","3","2","2016-10-19 08:00:00,2016-10-19 08:20:00","1010.8000","1015.8000","89.0000","2.1000","20.7000","94.0000","1.0000","70.3"
"B","3","2","2016-10-19 08:20:00,2016-10-19 08:40:00","1010.8000","1015.8000","89.0000","2.1000","20.7000","94.0000","1.0000","145.63"
"B","3","2","2016-10-19 08:40:00,2016-10-19 09:00:00","1010.8000","1015.8000","89.0000","2.1000","20.7000","94.0000","1.0000","120.0"
"B","3","2","2016-10-19 09:00:00,2016-10-19 09:20:00","1010.9000","1015.9000","96.0000","1.8000","20.5000","95.0000","0.2000","129.17"
"B","3","2","2016-10-19 09:20:00,2016-10-19 09:40:00","1010.9000","1015.9000","96.0000","1.8000","20.5000","95.0000","0.2000","108.18"
"B","3","2","2016-10-19 09:40:00,2016-10-19 10:00:00","1010.9000","1015.9000","96.0000","1.8000","20.5000","95.0000","0.2000","112.14"
"B","3","2","2016-10-19 10:00:00,2016-10-19 10:20:00","1010.9000","1015.9000","96.0000","1.8000","20.5000","95.0000","0.2000","110.87"
"B","3","2","2016-10-19 10:20:00,2016-10-19 10:40:00","1010.9000","1015.9000","96.0000","1.8000","20.5000","95.0000","0.2000","116.29"
"B","3","2","2016-10-19 10:40:00,2016-10-19 11:00:00","1010.9000","1015.9000","96.0000","1.8000","20.5000","95.0000","0.2000","98.9"
"B","3","2","2016-10-19 11:00:00,2016-10-19 11:20:00","1010.9000","1015.9000","96.0000","1.8000","20.5000","95.0000","0.2000","92.89"
"B","3","2","2016-10-19 11:20:00,2016-10-19 11:40:00","1010.9000","1015.9000","96.0000","1.8000","20.5000","95.0000","0.2000","109.8"
"B","3","2","2016-10-19 11:40:00,2016-10-19 12:00:00","1010.9000","1015.9000","96.0000","1.8000","20.5000","95.0000","0.2000","124.3"
"B","3","2","2016-10-19 12:00:00,2016-10-19 12:20:00","1011.7000","1016.7000","134.0000","2.1000","20.3000","95.0000","0.1000","115.77"
"B","3","2","2016-10-19 12:20:00,2016-10-19 12:40:00","1011.7000","1016.7000","134.0000","2.1000","20.3000","95.0000","0.1000","126.68"
"B","3","2","2016-10-19 12:40:00,2016-10-19 13:00:00","1011.7000","1016.7000","134.0000","2.1000","20.3000","95.0000","0.1000","68.88"
"B","3","2","2016-10-19 13:00:00,2016-10-19 13:20:00","1011.7000","1016.7000","134.0000","2.1000","20.3000","95.0000","0.1000","115.73"
"B","3","2","2016-10-19 13:20:00,2016-10-19 13:40:00","1011.7000","1016.7000","134.0000","2.1000","20.3000","95.0000","0.1000","82.57"
"B","3","2","2016-10-19 13:40:00,2016-10-19 14:00:00","1011.7000","1016.7000","134.0000","2.1000","20.3000","95.0000","0.1000","129.01"
"B","3","2","2016-10-19 14:00:00,2016-10-19 14:20:00","1011.7000","1016.7000","134.0000","2.1000","20.3000","95.0000","0.1000","96.35"
"B","3","2","2016-10-19 14:20:00,2016-10-19 14:40:00","1011.7000","1016.7000","134.0000","2.1000","20.3000","95.0000","0.1000","103.64"
"B","3","2","2016-10-19 14:40:00,2016-10-19 15:00:00","1011.7000","1016.7000","134.0000","2.1000","20.3000","95.0000","0.1000","68.83"
"B","3","2","2016-10-19 15:00:00,2016-10-19 15:20:00","1011.6000","1016.6000","61.0000","1.2000","20.6000","96.0000","1.5000","82.13"
"B","3","2","2016-10-19 15:20:00,2016-10-19 15:40:00","1011.6000","1016.6000","61.0000","1.2000","20.6000","96.0000","1.5000","128.95"
"B","3","2","2016-10-19 15:40:00,2016-10-19 16:00:00","1011.6000","1016.6000","61.0000","1.2000","20.6000","96.0000","1.5000","84.24"
"B","3","2","2016-10-19 16:00:00,2016-10-19 16:20:00","1011.6000","1016.6000","61.0000","1.2000","20.6000","96.0000","1.5000","115.72"
"B","3","2","2016-10-19 16:20:00,2016-10-19 16:40:00","1011.6000","1016.6000","61.0000","1.2000","20.6000","96.0000","1.5000","141.25"
"B","3","2","2016-10-19 16:40:00,2016-10-19 17:00:00","1011.6000","1016.6000","61.0000","1.2000","20.6000","96.0000","1.5000","102.53"
"B","3","2","2016-10-19 17:00:00,2016-10-19 17:20:00","1011.6000","1016.6000","61.0000","1.2000","20.6000","96.0000","1.5000","106.34"
"B","3","2","2016-10-19 17:20:00,2016-10-19 17:40:00","1011.6000","1016.6000","61.0000","1.2000","20.6000","96.0000","1.5000","105.73"
"B","3","2","2016-10-19 17:40:00,2016-10-19 18:00:00","1011.6000","1016.6000","61.0000","1.2000","20.6000","96.0000","1.5000","101.06"
"B","3","2","2016-10-19 18:00:00,2016-10-19 18:20:00","1010.1000","1015.1000","325.0000","0.5000","20.7000","97.0000","0.1000","87.42"
"B","3","2","2016-10-19 18:20:00,2016-10-19 18:40:00","1010.1000","1015.1000","325.0000","0.5000","20.7000","97.0000","0.1000","110.38"
"B","3","2","2016-10-19 18:40:00,2016-10-19 19:00:00","1010.1000","1015.1000","325.0000","0.5000","20.7000","97.0000","0.1000","80.84"
"B","3","2","2016-10-19 19:00:00,2016-10-19 19:20:00","1010.1000","1015.1000","325.0000","0.5000","20.7000","97.0000","0.1000","115.22"
"B","3","2","2016-10-19 19:40:00,2016-10-19 20:00:00","1010.1000","1015.1000","325.0000","0.5000","20.7000","97.0000","0.1000","90.42"
"B","3","2","2016-10-19 20:00:00,2016-10-19 20:20:00","1010.1000","1015.1000","325.0000","0.5000","20.7000","97.0000","0.1000","96.08"
"B","3","2","2016-10-19 20:40:00,2016-10-19 21:00:00","1010.1000","1015.1000","325.0000","0.5000","20.7000","97.0000","0.1000","24.94"
"B","3","2","2016-10-19 21:20:00,2016-10-19 21:40:00","1009.9000","1014.9000","69.0000","0.9000","21.2000","97.0000","0.2000","82.27"
"B","3","2","2016-10-19 21:40:00,2016-10-19 22:00:00","1009.9000","1014.9000","69.0000","0.9000","21.2000","97.0000","0.2000","71.51"
"B","3","2","2016-10-19 22:20:00,2016-10-19 22:40:00","1009.9000","1014.9000","69.0000","0.9000","21.2000","97.0000","0.2000","75.0"
"B","3","2","2016-10-19 22:40:00,2016-10-19 23:00:00","1009.9000","1014.9000","69.0000","0.9000","21.2000","97.0000","0.2000","72.51"
"B","3","3","2016-10-20 00:00:00,2016-10-20 00:20:00","1011.0000","1016.0000","100.0000","1.2000","21.5000","95.0000","0.0000","33.16"
"B","3","3","2016-10-20 00:20:00,2016-10-20 00:40:00","1011.0000","1016.0000","100.0000","1.2000","21.5000","95.0000","0.0000","57.36"
"B","3","3","2016-10-20 01:00:00,2016-10-20 01:20:00","1011.0000","1016.0000","100.0000","1.2000","21.5000","95.0000","0.0000","33.43"
"B","3","3","2016-10-20 01:20:00,2016-10-20 01:40:00","1011.0000","1016.0000","100.0000","1.2000","21.5000","95.0000","0.0000","73.61"
"B","3","3","2016-10-20 02:40:00,2016-10-20 03:00:00","1011.0000","1016.0000","100.0000","1.2000","21.5000","95.0000","0.0000","57.87"
"B","3","3","2016-10-20 04:20:00,2016-10-20 04:40:00","1010.2000","1015.2000","91.0000","2.1000","21.7000","96.0000","2.8000","92.45"
"B","3","3","2016-10-20 05:20:00,2016-10-20 05:40:00","1010.2000","1015.2000","91.0000","2.1000","21.7000","96.0000","2.8000","82.92"
"B","3","3","2016-10-20 06:00:00,2016-10-20 06:20:00","1007.8000","1012.8000","94.0000","2.7000","22.3000","91.0000","0.0000","126.27"
"B","3","3","2016-10-20 06:20:00,2016-10-20 06:40:00","1007.8000","1012.8000","94.0000","2.7000","22.3000","91.0000","0.0000","84.63"
"B","3","3","2016-10-20 06:40:00,2016-10-20 07:00:00","1007.8000","1012.8000","94.0000","2.7000","22.3000","91.0000","0.0000","110.79"
"B","3","3","2016-10-20 07:20:00,2016-10-20 07:40:00","1007.8000","1012.8000","94.0000","2.7000","22.3000","91.0000","0.0000","66.86"
"B","3","3","2016-10-20 07:40:00,2016-10-20 08:00:00","1007.8000","1012.8000","94.0000","2.7000","22.3000","91.0000","0.0000","107.81"
"B","3","3","2016-10-20 08:00:00,2016-10-20 08:20:00","1007.8000","1012.8000","94.0000","2.7000","22.3000","91.0000","0.0000","93.88"
"B","3","3","2016-10-20 08:20:00,2016-10-20 08:40:00","1007.8000","1012.8000","94.0000","2.7000","22.3000","91.0000","0.0000","87.78"
"B","3","3","2016-10-20 08:40:00,2016-10-20 09:00:00","1007.8000","1012.8000","94.0000","2.7000","22.3000","91.0000","0.0000","103.01"
"B","3","3","2016-10-20 09:00:00,2016-10-20 09:20:00","1008.1000","1013.1000","96.0000","2.0000","22.4000","91.0000","0.0000","94.06"
"B","3","3","2016-10-20 09:20:00,2016-10-20 09:40:00","1008.1000","1013.1000","96.0000","2.0000","22.4000","91.0000","0.0000","114.88"
"B","3","3","2016-10-20 09:40:00,2016-10-20 10:00:00","1008.1000","1013.1000","96.0000","2.0000","22.4000","91.0000","0.0000","70.85"
"B","3","3","2016-10-20 10:00:00,2016-10-20 10:20:00","1008.1000","1013.1000","96.0000","2.0000","22.4000","91.0000","0.0000","116.25"
"B","3","3","2016-10-20 10:20:00,2016-10-20 10:40:00","1008.1000","1013.1000","96.0000","2.0000","22.4000","91.0000","0.0000","94.64"
"B","3","3","2016-10-20 10:40:00,2016-10-20 11:00:00","1008.1000","1013.1000","96.0000","2.0000","22.4000","91.0000","0.0000","92.56"
"B","3","3","2016-10-20 11:00:00,2016-10-20 11:20:00","1008.1000","1013.1000","96.0000","2.0000","22.4000","91.0000","0.0000","75.04"
"B","3","3","2016-10-20 11:20:00,2016-10-20 11:40:00","1008.1000","1013.1000","96.0000","2.0000","22.4000","91.0000","0.0000","106.09"
"B","3","3","2016-10-20 11:40:00,2016-10-20 12:00:00","1008.1000","1013.1000","96.0000","2.0000","22.4000","91.0000","0.0000","100.51"
"B","3","3","2016-10-20 12:00:00,2016-10-20 12:20:00","1008.8000","1013.8000","93.0000","2.8000","21.7000","92.0000","0.1000","85.33"
"B","3","3","2016-10-20 12:20:00,2016-10-20 12:40:00","1008.8000","1013.8000","93.0000","2.8000","21.7000","92.0000","0.1000","99.64"
"B","3","3","2016-10-20 12:40:00,2016-10-20 13:00:00","1008.8000","1013.8000","93.0000","2.8000","21.7000","92.0000","0.1000","95.54"
"B","3","3","2016-10-20 13:00:00,2016-10-20 13:20:00","1008.8000","1013.8000","93.0000","2.8000","21.7000","92.0000","0.1000","64.16"
"B","3","3","2016-10-20 13:20:00,2016-10-20 13:40:00","1008.8000","1013.8000","93.0000","2.8000","21.7000","92.0000","0.1000","90.72"
"B","3","3","2016-10-20 13:40:00,2016-10-20 14:00:00","1008.8000","1013.8000","93.0000","2.8000","21.7000","92.0000","0.1000","88.04"
"B","3","3","2016-10-20 14:00:00,2016-10-20 14:20:00","1008.8000","1013.8000","93.0000","2.8000","21.7000","92.0000","0.1000","110.72"
"B","3","3","2016-10-20 14:20:00,2016-10-20 14:40:00","1008.8000","1013.8000","93.0000","2.8000","21.7000","92.0000","0.1000","93.37"
"B","3","3","2016-10-20 14:40:00,2016-10-20 15:00:00","1008.8000","1013.8000","93.0000","2.8000","21.7000","92.0000","0.1000","73.17"
"B","3","3","2016-10-20 15:00:00,2016-10-20 15:20:00","1008.5000","1013.5000","67.0000","1.6000","21.5000","96.0000","1.0000","122.19"
"B","3","3","2016-10-20 15:20:00,2016-10-20 15:40:00","1008.5000","1013.5000","67.0000","1.6000","21.5000","96.0000","1.0000","77.16"
"B","3","3","2016-10-20 15:40:00,2016-10-20 16:00:00","1008.5000","1013.5000","67.0000","1.6000","21.5000","96.0000","1.0000","78.73"
"B","3","3","2016-10-20 16:00:00,2016-10-20 16:20:00","1008.5000","1013.5000","67.0000","1.6000","21.5000","96.0000","1.0000","107.68"
"B","3","3","2016-10-20 16:20:00,2016-10-20 16:40:00","1008.5000","1013.5000","67.0000","1.6000","21.5000","96.0000","1.0000","102.18"
"B","3","3","2016-10-20 16:40:00,2016-10-20 17:00:00","1008.5000","1013.5000","67.0000","1.6000","21.5000","96.0000","1.0000","146.32"
"B","3","3","2016-10-20 17:00:00,2016-10-20 17:20:00","1008.5000","1013.5000","67.0000","1.6000","21.5000","96.0000","1.0000","116.79"
"B","3","3","2016-10-20 17:20:00,2016-10-20 17:40:00","1008.5000","1013.5000","67.0000","1.6000","21.5000","96.0000","1.0000","93.09"
"B","3","3","2016-10-20 17:40:00,2016-10-20 18:00:00","1008.5000","1013.5000","67.0000","1.6000","21.5000","96.0000","1.0000","87.7"
"B","3","3","2016-10-20 18:00:00,2016-10-20 18:20:00","1007.3000","1012.3000","94.0000","1.6000","21.7000","93.0000","0.0000","99.22"
"B","3","3","2016-10-20 18:20:00,2016-10-20 18:40:00","1007.3000","1012.3000","94.0000","1.6000","21.7000","93.0000","0.0000","80.24"
"B","3","3","2016-10-20 18:40:00,2016-10-20 19:00:00","1007.3000","1012.3000","94.0000","1.6000","21.7000","93.0000","0.0000","106.83"
"B","3","3","2016-10-20 21:00:00,2016-10-20 21:20:00","1006.6000","1011.6000","89.0000","1.8000","21.4000","97.0000","0.8000","91.05"
"B","3","3","2016-10-20 21:20:00,2016-10-20 21:40:00","1006.6000","1011.6000","89.0000","1.8000","21.4000","97.0000","0.8000","106.26"
"B","3","3","2016-10-20 23:00:00,2016-10-20 23:20:00","1006.6000","1011.6000","89.0000","1.8000","21.4000","97.0000","0.8000","88.18"
"B","3","4","2016-10-21 00:20:00,2016-10-21 00:40:00","1007.4000","1012.4000","39.0000","2.2000","21.7000","96.0000","0.1000","135.45"
"B","3","4","2016-10-21 01:00:00,2016-10-21 01:20:00","1007.4000","1012.4000","39.0000","2.2000","21.7000","96.0000","0.1000","45.72"
"B","3","4","2016-10-21 02:20:00,2016-10-21 02:40:00","1007.4000","1012.4000","39.0000","2.2000","21.7000","96.0000","0.1000","48.67"
"B","3","4","2016-10-21 03:00:00,2016-10-21 03:20:00","1006.5000","1011.5000","354.0000","2.0000","21.9000","97.0000","0.2000","71.64"
"B","3","4","2016-10-21 03:20:00,2016-10-21 03:40:00","1006.5000","1011.5000","354.0000","2.0000","21.9000","97.0000","0.2000","56.75"
"B","3","4","2016-10-21 03:40:00,2016-10-21 04:00:00","1006.5000","1011.5000","354.0000","2.0000","21.9000","97.0000","0.2000","102.09"
"B","3","4","2016-10-21 04:20:00,2016-10-21 04:40:00","1006.5000","1011.5000","354.0000","2.0000","21.9000","97.0000","0.2000","83.96"
"B","3","4","2016-10-21 05:20:00,2016-10-21 05:40:00","1006.5000","1011.5000","354.0000","2.0000","21.9000","97.0000","0.2000","70.91"
"B","3","4","2016-10-21 06:20:00,2016-10-21 06:40:00","1004.1000","1009.1000","335.0000","3.1000","21.4000","98.0000","0.5000","48.07"
"B","3","4","2016-10-21 06:40:00,2016-10-21 07:00:00","1004.1000","1009.1000","335.0000","3.1000","21.4000","98.0000","0.5000","59.52"
"B","3","4","2016-10-21 07:00:00,2016-10-21 07:20:00","1004.1000","1009.1000","335.0000","3.1000","21.4000","98.0000","0.5000","103.71"
"B","3","4","2016-10-21 07:20:00,2016-10-21 07:40:00","1004.1000","1009.1000","335.0000","3.1000","21.4000","98.0000","0.5000","68.25"
"B","3","4","2016-10-21 07:40:00,2016-10-21 08:00:00","1004.1000","1009.1000","335.0000","3.1000","21.4000","98.0000","0.5000","104.03"
"B","3","4","2016-10-21 08:00:00,2016-10-21 08:20:00","1004.1000","1009.1000","335.0000","3.1000","21.4000","98.0000","0.5000","85.64"
"B","3","4","2016-10-21 08:20:00,2016-10-21 08:40:00","1004.1000","1009.1000","335.0000","3.1000","21.4000","98.0000","0.5000","99.17"
"B","3","4","2016-10-21 08:40:00,2016-10-21 09:00:00","1004.1000","1009.1000","335.0000","3.1000","21.4000","98.0000","0.5000","102.09"
"B","3","4","2016-10-21 09:00:00,2016-10-21 09:20:00","1004.3000","1009.3000","340.0000","2.8000","21.2000","98.0000","0.0000","103.95"
"B","3","4","2016-10-21 09:20:00,2016-10-21 09:40:00","1004.3000","1009.3000","340.0000","2.8000","21.2000","98.0000","0.0000","82.41"
"B","3","4","2016-10-21 09:40:00,2016-10-21 10:00:00","1004.3000","1009.3000","340.0000","2.8000","21.2000","98.0000","0.0000","107.51"
"B","3","4","2016-10-21 10:00:00,2016-10-21 10:20:00","1004.3000","1009.3000","340.0000","2.8000","21.2000","98.0000","0.0000","93.75"
"B","3","4","2016-10-21 10:20:00,2016-10-21 10:40:00","1004.3000","1009.3000","340.0000","2.8000","21.2000","98.0000","0.0000","119.6"
"B","3","4","2016-10-21 10:40:00,2016-10-21 11:00:00","1004.3000","1009.3000","340.0000","2.8000","21.2000","98.0000","0.0000","90.81"
"B","3","4","2016-10-21 11:00:00,2016-10-21 11:20:00","1004.3000","1009.3000","340.0000","2.8000","21.2000","98.0000","0.0000","85.04"
"B","3","4","2016-10-21 11:20:00,2016-10-21 11:40:00","1004.3000","1009.3000","340.0000","2.8000","21.2000","98.0000","0.0000","100.8"
"B","3","4","2016-10-21 11:40:00,2016-10-21 12:00:00","1004.3000","1009.3000","340.0000","2.8000","21.2000","98.0000","0.0000","94.93"
"B","3","4","2016-10-21 12:00:00,2016-10-21 12:20:00","1005.7000","1010.7000","330.0000","2.0000","21.4000","98.0000","0.1000","111.08"
"B","3","4","2016-10-21 12:20:00,2016-10-21 12:40:00","1005.7000","1010.7000","330.0000","2.0000","21.4000","98.0000","0.1000","99.3"
"B","3","4","2016-10-21 12:40:00,2016-10-21 13:00:00","1005.7000","1010.7000","330.0000","2.0000","21.4000","98.0000","0.1000","95.92"
"B","3","4","2016-10-21 13:00:00,2016-10-21 13:20:00","1005.7000","1010.7000","330.0000","2.0000","21.4000","98.0000","0.1000","97.7"
