intersection_id,tollgate_id,week,time_window,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,avg_travel_time
"A","2","5","2016-10-29 09:20:00,2016-10-29 09:40:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","306.12"
"A","2","5","2016-10-29 09:40:00,2016-10-29 10:00:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","377.38"
"A","2","6","2016-10-30 08:00:00,2016-10-30 08:20:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","730.58"
"A","2","6","2016-10-30 08:20:00,2016-10-30 08:40:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","498.97"
"A","2","6","2016-10-30 08:40:00,2016-10-30 09:00:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","426.61"
"A","2","6","2016-10-30 09:00:00,2016-10-30 09:20:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","717.12"
"A","2","6","2016-10-30 09:20:00,2016-10-30 09:40:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","474.32"
"A","2","6","2016-10-30 09:40:00,2016-10-30 10:00:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","324.1"
"A","2","0","2016-10-31 08:00:00,2016-10-31 08:20:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","767"
"A","2","0","2016-10-31 08:20:00,2016-10-31 08:40:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","164.69"
"A","2","0","2016-10-31 08:40:00,2016-10-31 09:00:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","408.97"
"A","2","0","2016-10-31 09:00:00,2016-10-31 09:20:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","546.08"
"A","2","0","2016-10-31 09:20:00,2016-10-31 09:40:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","314.55"
"A","2","0","2016-10-31 09:40:00,2016-10-31 10:00:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","738.45"
"A","3","1","2016-10-25 08:00:00,2016-10-25 08:20:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","390.3"
"A","3","1","2016-10-25 08:20:00,2016-10-25 08:40:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","581.84"
"A","3","1","2016-10-25 08:40:00,2016-10-25 09:00:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","35.58"
"A","3","1","2016-10-25 09:00:00,2016-10-25 09:20:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","636.4"
"A","3","1","2016-10-25 09:20:00,2016-10-25 09:40:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","277.84"
"A","3","1","2016-10-25 09:40:00,2016-10-25 10:00:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","338.26"
"A","3","2","2016-10-26 08:00:00,2016-10-26 08:20:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","480.7"
"A","3","2","2016-10-26 08:20:00,2016-10-26 08:40:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","109.43"
"A","3","2","2016-10-26 08:40:00,2016-10-26 09:00:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","518.37"
"A","3","2","2016-10-26 09:00:00,2016-10-26 09:20:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","96.84"
"A","3","2","2016-10-26 09:20:00,2016-10-26 09:40:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","484.39"
"A","3","2","2016-10-26 09:40:00,2016-10-26 10:00:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","156.15"
"A","3","3","2016-10-27 08:00:00,2016-10-27 08:20:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","323.64"
"A","3","3","2016-10-27 08:20:00,2016-10-27 08:40:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","283.28"
"A","3","3","2016-10-27 08:40:00,2016-10-27 09:00:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","57.28"
"A","3","3","2016-10-27 09:00:00,2016-10-27 09:20:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","607.32"
"A","3","3","2016-10-27 09:20:00,2016-10-27 09:40:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","458.32"
"A","3","3","2016-10-27 09:40:00,2016-10-27 10:00:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","527.3"
"A","3","4","2016-10-28 08:00:00,2016-10-28 08:20:00","1016.6000","1021.7000","4.0000","6.0000","16.2000","91.0000","0.1000","501.64"
"A","3","4","2016-10-28 08:20:00,2016-10-28 08:40:00","1016.6000","1021.7000","4.0000","6.0000","16.2000","91.0000","0.1000","525.49"
"A","3","4","2016-10-28 08:40:00,2016-10-28 09:00:00","1016.6000","1021.7000","4.0000","6.0000","16.2000","91.0000","0.1000","137.07"
"A","3","4","2016-10-28 09:00:00,2016-10-28 09:20:00","1018.8000","1023.9000","1.0000","5.9000","15.1000","86.0000","0.0000","758.6"
"A","3","4","2016-10-28 09:20:00,2016-10-28 09:40:00","1018.8000","1023.9000","1.0000","5.9000","15.1000","86.0000","0.0000","441.29"
"A","3","4","2016-10-28 09:40:00,2016-10-28 10:00:00","1018.8000","1023.9000","1.0000","5.9000","15.1000","86.0000","0.0000","32.53"
"A","3","5","2016-10-29 08:00:00,2016-10-29 08:20:00","1024.0000","1029.2000","36.0000","3.2000","14.6000","71.0000","0.0000","443.47"
"A","3","5","2016-10-29 08:20:00,2016-10-29 08:40:00","1024.0000","1029.2000","36.0000","3.2000","14.6000","71.0000","0.0000","244.97"
"A","3","5","2016-10-29 08:40:00,2016-10-29 09:00:00","1024.0000","1029.2000","36.0000","3.2000","14.6000","71.0000","0.0000","131.41"
"A","3","5","2016-10-29 09:00:00,2016-10-29 09:20:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","641.04"
"A","3","5","2016-10-29 09:20:00,2016-10-29 09:40:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","668.38"
"A","3","5","2016-10-29 09:40:00,2016-10-29 10:00:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","605.73"
"A","3","6","2016-10-30 08:00:00,2016-10-30 08:20:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","74.13"
"A","3","6","2016-10-30 08:20:00,2016-10-30 08:40:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","680.94"
"A","3","6","2016-10-30 08:40:00,2016-10-30 09:00:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","212.75"
"A","3","6","2016-10-30 09:00:00,2016-10-30 09:20:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","43.47"
"A","3","6","2016-10-30 09:20:00,2016-10-30 09:40:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","415.92"
"A","3","6","2016-10-30 09:40:00,2016-10-30 10:00:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","709.27"
"A","3","0","2016-10-31 08:00:00,2016-10-31 08:20:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","43.57"
"A","3","0","2016-10-31 08:20:00,2016-10-31 08:40:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","227.41"
"A","3","0","2016-10-31 08:40:00,2016-10-31 09:00:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","272.43"
"A","3","0","2016-10-31 09:00:00,2016-10-31 09:20:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","283.76"
"A","3","0","2016-10-31 09:20:00,2016-10-31 09:40:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","547.64"
"A","3","0","2016-10-31 09:40:00,2016-10-31 10:00:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","157.63"
"B","1","1","2016-10-25 08:00:00,2016-10-25 08:20:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","796.15"
"B","1","1","2016-10-25 08:20:00,2016-10-25 08:40:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","764.56"
"B","1","1","2016-10-25 08:40:00,2016-10-25 09:00:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","627.1"
"B","1","1","2016-10-25 09:00:00,2016-10-25 09:20:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","576.95"
"B","1","1","2016-10-25 09:20:00,2016-10-25 09:40:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","151.97"
"B","1","1","2016-10-25 09:40:00,2016-10-25 10:00:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","720.37"
"B","1","2","2016-10-26 08:00:00,2016-10-26 08:20:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","195.55"
"B","1","2","2016-10-26 08:20:00,2016-10-26 08:40:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","462.95"
"B","1","2","2016-10-26 08:40:00,2016-10-26 09:00:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","213.37"
"B","1","2","2016-10-26 09:00:00,2016-10-26 09:20:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","43.09"
"B","1","2","2016-10-26 09:20:00,2016-10-26 09:40:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","232.07"
"B","1","2","2016-10-26 09:40:00,2016-10-26 10:00:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","745.97"
"B","1","3","2016-10-27 08:00:00,2016-10-27 08:20:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","731.14"
"B","1","3","2016-10-27 08:20:00,2016-10-27 08:40:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","266.5"
"B","1","3","2016-10-27 08:40:00,2016-10-27 09:00:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","527.62"
"B","1","3","2016-10-27 09:00:00,2016-10-27 09:20:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","205.01"
"B","1","3","2016-10-27 09:20:00,2016-10-27 09:40:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","127.86"
"B","1","3","2016-10-27 09:40:00,2016-10-27 10:00:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","596.23"
"B","1","4","2016-10-28 08:00:00,2016-10-28 08:20:00","1016.6000","1021.7000","4.0000","6.0000","16.2000","91.0000","0.1000","694.67"
"B","1","4","2016-10-28 08:20:00,2016-10-28 08:40:00","1016.6000","1021.7000","4.0000","6.0000","16.2000","91.0000","0.1000","70.78"
"B","1","4","2016-10-28 08:40:00,2016-10-28 09:00:00","1016.6000","1021.7000","4.0000","6.0000","16.2000","91.0000","0.1000","217.8"
"B","1","4","2016-10-28 09:00:00,2016-10-28 09:20:00","1018.8000","1023.9000","1.0000","5.9000","15.1000","86.0000","0.0000","295.28"
"B","1","4","2016-10-28 09:20:00,2016-10-28 09:40:00","1018.8000","1023.9000","1.0000","5.9000","15.1000","86.0000","0.0000","241.35"
"B","1","4","2016-10-28 09:40:00,2016-10-28 10:00:00","1018.8000","1023.9000","1.0000","5.9000","15.1000","86.0000","0.0000","598.35"
"B","1","5","2016-10-29 08:00:00,2016-10-29 08:20:00","1024.0000","1029.2000","36.0000","3.2000","14.6000","71.0000","0.0000","353.56"
"B","1","5","2016-10-29 08:20:00,2016-10-29 08:40:00","1024.0000","1029.2000","36.0000","3.2000","14.6000","71.0000","0.0000","35.91"
"B","1","5","2016-10-29 08:40:00,2016-10-29 09:00:00","1024.0000","1029.2000","36.0000","3.2000","14.6000","71.0000","0.0000","507.65"
"B","1","5","2016-10-29 09:00:00,2016-10-29 09:20:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","111.32"
"B","1","5","2016-10-29 09:20:00,2016-10-29 09:40:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","793.58"
"B","1","5","2016-10-29 09:40:00,2016-10-29 10:00:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","191.64"
"B","1","6","2016-10-30 08:00:00,2016-10-30 08:20:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","32.5"
"B","1","6","2016-10-30 08:20:00,2016-10-30 08:40:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","417.39"
"B","1","6","2016-10-30 08:40:00,2016-10-30 09:00:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","555.48"
"B","1","6","2016-10-30 09:00:00,2016-10-30 09:20:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","347.68"
"B","1","6","2016-10-30 09:20:00,2016-10-30 09:40:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","772.43"
"B","1","6","2016-10-30 09:40:00,2016-10-30 10:00:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","108.72"
"B","1","0","2016-10-31 08:00:00,2016-10-31 08:20:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","94.13"
"B","1","0","2016-10-31 08:20:00,2016-10-31 08:40:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","682.39"
"B","1","0","2016-10-31 08:40:00,2016-10-31 09:00:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","535.87"
"B","1","0","2016-10-31 09:00:00,2016-10-31 09:20:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","530.35"
"B","1","0","2016-10-31 09:20:00,2016-10-31 09:40:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","680.03"
"B","1","0","2016-10-31 09:40:00,2016-10-31 10:00:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","647.68"
"B","3","1","2016-10-25 08:00:00,2016-10-25 08:20:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","134.38"
"B","3","1","2016-10-25 08:20:00,2016-10-25 08:40:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","797.27"
"B","3","1","2016-10-25 08:40:00,2016-10-25 09:00:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","518.69"
"B","3","1","2016-10-25 09:00:00,2016-10-25 09:20:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","194.33"
"B","3","1","2016-10-25 09:20:00,2016-10-25 09:40:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","551.26"
"B","3","1","2016-10-25 09:40:00,2016-10-25 10:00:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","369.11"
"B","3","2","2016-10-26 08:00:00,2016-10-26 08:20:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","784.17"
"B","3","2","2016-10-26 08:20:00,2016-10-26 08:40:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","268.12"
"B","3","2","2016-10-26 08:40:00,2016-10-26 09:00:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","45.38"
"B","3","2","2016-10-26 09:00:00,2016-10-26 09:20:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","326.4"
"B","3","2","2016-10-26 09:20:00,2016-10-26 09:40:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","719.5"
"B","3","2","2016-10-26 09:40:00,2016-10-26 10:00:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","34.22"
"B","3","3","2016-10-27 08:00:00,2016-10-27 08:20:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","496.7"
"B","3","3","2016-10-27 08:20:00,2016-10-27 08:40:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","500.99"
"B","3","3","2016-10-27 08:40:00,2016-10-27 09:00:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","735.57"
"B","3","3","2016-10-27 09:00:00,2016-10-27 09:20:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","609.52"
"B","3","3","2016-10-27 09:20:00,2016-10-27 09:40:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","109.12"
"B","3","3","2016-10-27 09:40:00,2016-10-27 10:00:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","307.67"
"B","3","4","2016-10-28 08:00:00,2016-10-28 08:20:00","1016.6000","1021.7000","4.0000","6.0000","16.2000","91.0000","0.1000","198.67"
"B","3","4","2016-10-28 08:20:00,2016-10-28 08:40:00","1016.6000","1021.7000","4.0000","6.0000","16.2000","91.0000","0.1000","388.3"
"B","3","4","2016-10-28 08:40:00,2016-10-28 09:00:00","1016.6000","1021.7000","4.0000","6.0000","16.2000","91.0000","0.1000","56.87"
"B","3","4","2016-10-28 09:00:00,2016-10-28 09:20:00","1018.8000","1023.9000","1.0000","5.9000","15.1000","86.0000","0.0000","558.48"
"B","3","4","2016-10-28 09:20:00,2016-10-28 09:40:00","1018.8000","1023.9000","1.0000","5.9000","15.1000","86.0000","0.0000","767.7"
"B","3","4","2016-10-28 09:40:00,2016-10-28 10:00:00","1018.8000","1023.9000","1.0000","5.9000","15.1000","86.0000","0.0000","95.07"
"B","3","5","2016-10-29 08:00:00,2016-10-29 08:20:00","1024.0000","1029.2000","36.0000","3.2000","14.6000","71.0000","0.0000","265.24"
"B","3","5","2016-10-29 08:20:00,2016-10-29 08:40:00","1024.0000","1029.2000","36.0000","3.2000","14.6000","71.0000","0.0000","540.53"
"B","3","5","2016-10-29 08:40:00,2016-10-29 09:00:00","1024.0000","1029.2000","36.0000","3.2000","14.6000","71.0000","0.0000","236.79"
"B","3","5","2016-10-29 09:00:00,2016-10-29 09:20:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","359.14"
"B","3","5","2016-10-29 09:20:00,2016-10-29 09:40:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","431.05"
"B","3","5","2016-10-29 09:40:00,2016-10-29 10:00:00","1024.6000","1029.8000","8.0000","3.4000","13.6000","76.0000","0.0000","701.9"
"B","3","6","2016-10-30 08:00:00,2016-10-30 08:20:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","417.96"
"B","3","6","2016-10-30 08:20:00,2016-10-30 08:40:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","508.88"
"B","3","6","2016-10-30 08:40:00,2016-10-30 09:00:00","1021.3000","1026.5000","77.0000","1.4000","17.5000","66.0000","0.0000","382.88"
"B","3","6","2016-10-30 09:00:00,2016-10-30 09:20:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","496.56"
"B","3","6","2016-10-30 09:20:00,2016-10-30 09:40:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","193.15"
"B","3","6","2016-10-30 09:40:00,2016-10-30 10:00:00","1020.5000","1025.7000","96.0000","2.1000","17.0000","66.0000","0.0000","254.65"
"B","3","0","2016-10-31 08:00:00,2016-10-31 08:20:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","475.94"
"B","3","0","2016-10-31 08:20:00,2016-10-31 08:40:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","473.15"
"B","3","0","2016-10-31 08:40:00,2016-10-31 09:00:00","1020.4000","1025.6000","5.0000","2.8000","15.7000","88.0000","0.2000","681.65"
"B","3","0","2016-10-31 09:00:00,2016-10-31 09:20:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","707.82"
"B","3","0","2016-10-31 09:20:00,2016-10-31 09:40:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","705.68"
"B","3","0","2016-10-31 09:40:00,2016-10-31 10:00:00","1022.1000","1027.3000","349.0000","2.3000","14.8000","89.0000","0.1000","104.19"
"C","1","1","2016-10-25 08:00:00,2016-10-25 08:20:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","755.51"
"C","1","1","2016-10-25 08:20:00,2016-10-25 08:40:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","511.98"
"C","1","1","2016-10-25 08:40:00,2016-10-25 09:00:00","1010.2000","1015.2000","37.0000","4.3000","19.5000","78.0000","0.0000","443.83"
"C","1","1","2016-10-25 09:00:00,2016-10-25 09:20:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","711.83"
"C","1","1","2016-10-25 09:20:00,2016-10-25 09:40:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","112.73"
"C","1","1","2016-10-25 09:40:00,2016-10-25 10:00:00","1011.3000","1016.3000","7.0000","3.8000","18.0000","81.0000","0.0000","779.28"
"C","1","2","2016-10-26 08:00:00,2016-10-26 08:20:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","129.77"
"C","1","2","2016-10-26 08:20:00,2016-10-26 08:40:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","444.61"
"C","1","2","2016-10-26 08:40:00,2016-10-26 09:00:00","1007.7000","1012.7000","216.0000","2.1000","28.1000","67.0000","0.0000","556.24"
"C","1","2","2016-10-26 09:00:00,2016-10-26 09:20:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","401.62"
"C","1","2","2016-10-26 09:20:00,2016-10-26 09:40:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","209.48"
"C","1","2","2016-10-26 09:40:00,2016-10-26 10:00:00","1010.2000","1015.2000","356.0000","5.6000","21.6000","81.0000","0.0000","711.04"
"C","1","3","2016-10-27 08:00:00,2016-10-27 08:20:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","312.65"
"C","1","3","2016-10-27 08:20:00,2016-10-27 08:40:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","93"
"C","1","3","2016-10-27 08:40:00,2016-10-27 09:00:00","1010.8000","1015.8000","339.0000","1.8000","19.7000","93.0000","0.0000","378.45"
"C","1","3","2016-10-27 09:00:00,2016-10-27 09:20:00","1010.4000","1015.4000","107.0000","0.5000","20.7000","90.0000","0.0000","792.19"
