intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",62.36
A,2,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",62.36
A,2,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",60.28
A,2,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",70.11
A,2,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",70.91
A,2,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",70.91
A,2,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",74.46
A,2,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",74.46
A,2,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",65.08
A,3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",159.62
A,3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",160.43
A,3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",160.43
A,3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",159.29
A,3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",159.29
A,3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",107.93
A,3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",188.66
A,3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",188.81
A,3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",188.81
A,3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",188.09
A,3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",188.09
A,3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",132.12
A,3,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",189.01
A,3,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",189.82
A,3,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",189.82
A,3,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",189.88
A,3,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",189.88
A,3,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",135.64
A,3,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",162.33
A,3,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",163.14
A,3,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",163.14
A,3,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",162.71
A,3,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",162.71
A,3,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",116.48
A,3,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",96.63
A,3,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",96.39
A,3,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",96.55
A,3,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",96.55
A,3,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",96.55
A,3,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",93.81
A,3,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",114.03
A,3,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",113.78
A,3,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",113.95
A,3,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",123.98
A,3,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",123.98
A,3,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",113.85
A,3,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",161.36
A,3,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",162.17
A,3,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",162.17
A,3,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",188.57
A,3,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",188.57
A,3,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",133.67
B,1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",112.22
B,1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",113.03
B,1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",113.03
B,1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",107.72
B,1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",107.72
B,1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",105.34
B,1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",103.45
B,1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",103.6
B,1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",103.6
B,1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",124.79
B,1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",124.79
B,1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",123.36
B,1,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",107.83
B,1,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",108.63
B,1,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",108.63
B,1,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",106.92
B,1,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",106.92
B,1,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",104.35
B,1,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",118.79
B,1,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",119.6
B,1,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",119.6
B,1,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",119.85
B,1,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",119.85
B,1,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",118.03
B,1,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",105.6
B,1,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",105.35
B,1,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",105.52
B,1,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",105.51
B,1,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",105.51
B,1,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",104.87
B,1,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",106.67
B,1,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",106.43
B,1,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",106.59
B,1,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",105.06
B,1,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",105.06
B,1,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",104.23
B,1,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",110.61
B,1,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",111.42
B,1,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",111.42
B,1,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",116.62
B,1,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",116.62
B,1,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",114.39
B,3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",123.73
B,3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",124.17
B,3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",124.17
B,3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",91.15
B,3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",91.15
B,3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",85.43
B,3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",97.86
B,3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",98.59
B,3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",98.59
B,3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",123.12
B,3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",123.12
B,3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",118.35
B,3,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",95.22
B,3,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",97.11
B,3,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",97.11
B,3,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",97.18
B,3,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",97.18
B,3,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",91.26
B,3,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",122.9
B,3,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",122.61
B,3,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",122.61
B,3,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",123.72
B,3,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",123.72
B,3,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",119.7
B,3,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",90.27
B,3,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",90.56
B,3,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",90.72
B,3,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",86.17
B,3,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",86.17
B,3,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",86.09
B,3,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",93.36
B,3,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",93.65
B,3,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",93.81
B,3,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",94.28
B,3,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",94.28
B,3,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",94.02
B,3,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",88.65
B,3,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",89.45
B,3,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",89.45
B,3,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",96.58
B,3,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",96.58
B,3,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",91.01
C,1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",120.91
C,1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",120.91
C,1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",121.09
C,1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",121.09
C,1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",121.32
C,1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",120.82
C,1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",152.24
C,1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",152.24
C,1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",150.12
C,1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",156.51
C,1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",162.04
C,1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",162.04
C,1,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",153.22
C,1,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",153.22
C,1,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",153.22
C,1,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",151.41
C,1,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",151.65
C,1,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",151.41
C,1,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",144.2
C,1,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",144.2
C,1,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",144.39
C,1,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",143.96
C,1,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",144.2
C,1,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",144.24
C,1,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",131.27
C,1,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",131.27
C,1,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",131.45
C,1,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",131.45
C,1,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",131.69
C,1,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",131.74
C,1,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",134.9
C,1,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",134.9
C,1,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",134.03
C,1,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",151.51
C,1,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",154.45
C,1,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",154.57
C,1,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",146.14
C,1,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",146.14
C,1,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",146.32
C,1,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",162.93
C,1,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",168.45
C,1,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",168.45
C,3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",121.78
C,3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",121.78
C,3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",121.97
C,3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",121.09
C,3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",121.33
C,3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",117.48
C,3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",153.42
C,3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",153.42
C,3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",151.3
C,3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",145.38
C,3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",150.9
C,3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",147.56
C,3,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",154.55
C,3,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",154.55
C,3,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",154.55
C,3,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",152.53
C,3,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",152.76
C,3,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",149.18
C,3,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",143.89
C,3,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",143.89
C,3,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",144.08
C,3,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",144.51
C,3,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",144.74
C,3,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",142.6
C,3,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",128.19
C,3,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",128.19
C,3,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",128.37
C,3,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",128.37
C,3,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",128.6
C,3,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",129.21
C,3,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",132.7
C,3,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",132.7
C,3,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",131.82
C,3,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",150.52
C,3,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",153.47
C,3,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",154.15
C,3,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",146.14
C,3,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",146.14
C,3,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",146.33
C,3,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",154.78
C,3,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",160.3
C,3,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",156.95
A,2,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",64.95
A,2,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",64.81
A,2,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",62.48
A,2,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",64.0
A,2,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",64.0
A,2,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",64.0
A,2,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",66.72
A,2,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",66.72
A,2,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",64.38
A,2,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",62.54
A,2,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",62.54
A,2,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",62.54
A,2,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",65.21
A,2,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",65.21
A,2,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",62.87
A,2,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",65.02
A,2,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",65.02
A,2,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",65.02
A,2,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",65.9
A,2,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",65.9
A,2,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",63.56
A,2,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",63.56
A,2,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",63.56
A,2,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",63.56
A,2,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",63.23
A,2,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",63.1
A,2,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",60.77
A,2,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",60.97
A,2,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",60.97
A,2,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",60.97
A,2,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",59.52
A,2,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",59.39
A,2,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",57.39
A,2,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",58.32
A,2,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",58.32
A,2,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",58.32
A,2,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",59.17
A,2,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",59.17
A,2,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",57.17
A,2,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",61.37
A,2,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",61.37
A,2,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",61.37
A,3,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",102.61
A,3,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",102.64
A,3,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",101.9
A,3,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",100.43
A,3,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",100.43
A,3,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",100.43
A,3,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",103.75
A,3,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",103.92
A,3,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",103.17
A,3,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",96.08
A,3,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",96.08
A,3,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",96.08
A,3,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",108.18
A,3,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",108.35
A,3,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",107.61
A,3,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",108.39
A,3,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",108.39
A,3,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",108.39
A,3,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",103.78
A,3,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",103.95
A,3,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",102.93
A,3,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",102.93
A,3,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",102.93
A,3,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",102.93
A,3,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",105.1
A,3,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",105.13
A,3,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",104.11
A,3,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",103.57
A,3,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",103.57
A,3,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",103.57
A,3,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",95.38
A,3,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",95.41
A,3,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",94.92
A,3,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",100.1
A,3,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",100.1
A,3,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",100.1
A,3,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",86.88
A,3,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",87.05
A,3,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",86.84
A,3,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",99.93
A,3,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",99.93
A,3,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",99.93
B,1,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",114.96
B,1,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",114.82
B,1,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",114.82
B,1,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",140.28
B,1,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",140.28
B,1,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",134.58
B,1,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",149.24
B,1,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",157.66
B,1,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",160.9
B,1,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",134.86
B,1,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",134.86
B,1,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",130.62
B,1,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",123.49
B,1,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",123.49
B,1,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",123.49
B,1,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",161.19
B,1,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",161.19
B,1,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",143.09
B,1,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",148.49
B,1,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",156.91
B,1,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",160.15
B,1,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",162.75
B,1,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",162.75
B,1,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",149.31
B,1,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",117.66
B,1,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",124.61
B,1,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",125.48
B,1,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",132.8
B,1,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",132.8
B,1,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",123.5
B,1,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",111.72
B,1,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",111.59
B,1,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",111.08
B,1,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",115.54
B,1,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",115.54
B,1,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",114.14
B,1,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",115.03
B,1,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",115.03
B,1,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",115.03
B,1,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",149.39
B,1,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",149.39
