156.15 0:0 1:3 2:2 3:580 4:600 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
323.64 0:0 1:3 2:3 3:480 4:500 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
283.28 0:0 1:3 2:3 3:500 4:520 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
57.28 0:0 1:3 2:3 3:520 4:540 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
607.32 0:0 1:3 2:3 3:540 4:560 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
458.32 0:0 1:3 2:3 3:560 4:580 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
527.3 0:0 1:3 2:3 3:580 4:600 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
501.64 0:0 1:3 2:4 3:480 4:500 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
525.49 0:0 1:3 2:4 3:500 4:520 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
137.07 0:0 1:3 2:4 3:520 4:540 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
758.6 0:0 1:3 2:4 3:540 4:560 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
441.29 0:0 1:3 2:4 3:560 4:580 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
32.53 0:0 1:3 2:4 3:580 4:600 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
443.47 0:0 1:3 2:5 3:480 4:500 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
244.97 0:0 1:3 2:5 3:500 4:520 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
131.41 0:0 1:3 2:5 3:520 4:540 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
641.04 0:0 1:3 2:5 3:540 4:560 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
668.38 0:0 1:3 2:5 3:560 4:580 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
605.73 0:0 1:3 2:5 3:580 4:600 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
74.13 0:0 1:3 2:6 3:480 4:500 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
680.94 0:0 1:3 2:6 3:500 4:520 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
212.75 0:0 1:3 2:6 3:520 4:540 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
43.47 0:0 1:3 2:6 3:540 4:560 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
415.92 0:0 1:3 2:6 3:560 4:580 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
709.27 0:0 1:3 2:6 3:580 4:600 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
43.57 0:0 1:3 2:0 3:480 4:500 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
227.41 0:0 1:3 2:0 3:500 4:520 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
272.43 0:0 1:3 2:0 3:520 4:540 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
283.76 0:0 1:3 2:0 3:540 4:560 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
547.64 0:0 1:3 2:0 3:560 4:580 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
157.63 0:0 1:3 2:0 3:580 4:600 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
796.15 0:1 1:1 2:1 3:480 4:500 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
764.56 0:1 1:1 2:1 3:500 4:520 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
627.1 0:1 1:1 2:1 3:520 4:540 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
576.95 0:1 1:1 2:1 3:540 4:560 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
151.97 0:1 1:1 2:1 3:560 4:580 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
720.37 0:1 1:1 2:1 3:580 4:600 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
195.55 0:1 1:1 2:2 3:480 4:500 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
462.95 0:1 1:1 2:2 3:500 4:520 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
213.37 0:1 1:1 2:2 3:520 4:540 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
43.09 0:1 1:1 2:2 3:540 4:560 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
232.07 0:1 1:1 2:2 3:560 4:580 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
745.97 0:1 1:1 2:2 3:580 4:600 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
731.14 0:1 1:1 2:3 3:480 4:500 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
266.5 0:1 1:1 2:3 3:500 4:520 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
527.62 0:1 1:1 2:3 3:520 4:540 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
205.01 0:1 1:1 2:3 3:540 4:560 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
127.86 0:1 1:1 2:3 3:560 4:580 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
596.23 0:1 1:1 2:3 3:580 4:600 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
694.67 0:1 1:1 2:4 3:480 4:500 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
70.78 0:1 1:1 2:4 3:500 4:520 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
217.8 0:1 1:1 2:4 3:520 4:540 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
295.28 0:1 1:1 2:4 3:540 4:560 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
241.35 0:1 1:1 2:4 3:560 4:580 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
598.35 0:1 1:1 2:4 3:580 4:600 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
353.56 0:1 1:1 2:5 3:480 4:500 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
35.91 0:1 1:1 2:5 3:500 4:520 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
507.65 0:1 1:1 2:5 3:520 4:540 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
111.32 0:1 1:1 2:5 3:540 4:560 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
793.58 0:1 1:1 2:5 3:560 4:580 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
191.64 0:1 1:1 2:5 3:580 4:600 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
32.5 0:1 1:1 2:6 3:480 4:500 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
417.39 0:1 1:1 2:6 3:500 4:520 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
555.48 0:1 1:1 2:6 3:520 4:540 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
347.68 0:1 1:1 2:6 3:540 4:560 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
772.43 0:1 1:1 2:6 3:560 4:580 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
108.72 0:1 1:1 2:6 3:580 4:600 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
94.13 0:1 1:1 2:0 3:480 4:500 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
682.39 0:1 1:1 2:0 3:500 4:520 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
535.87 0:1 1:1 2:0 3:520 4:540 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
530.35 0:1 1:1 2:0 3:540 4:560 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
680.03 0:1 1:1 2:0 3:560 4:580 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
647.68 0:1 1:1 2:0 3:580 4:600 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
134.38 0:1 1:3 2:1 3:480 4:500 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
797.27 0:1 1:3 2:1 3:500 4:520 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
518.69 0:1 1:3 2:1 3:520 4:540 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
194.33 0:1 1:3 2:1 3:540 4:560 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
551.26 0:1 1:3 2:1 3:560 4:580 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
369.11 0:1 1:3 2:1 3:580 4:600 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
784.17 0:1 1:3 2:2 3:480 4:500 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
268.12 0:1 1:3 2:2 3:500 4:520 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
45.38 0:1 1:3 2:2 3:520 4:540 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
326.4 0:1 1:3 2:2 3:540 4:560 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
719.5 0:1 1:3 2:2 3:560 4:580 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
34.22 0:1 1:3 2:2 3:580 4:600 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
496.7 0:1 1:3 2:3 3:480 4:500 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
500.99 0:1 1:3 2:3 3:500 4:520 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
735.57 0:1 1:3 2:3 3:520 4:540 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
609.52 0:1 1:3 2:3 3:540 4:560 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
109.12 0:1 1:3 2:3 3:560 4:580 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
307.67 0:1 1:3 2:3 3:580 4:600 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
198.67 0:1 1:3 2:4 3:480 4:500 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
388.3 0:1 1:3 2:4 3:500 4:520 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
56.87 0:1 1:3 2:4 3:520 4:540 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
558.48 0:1 1:3 2:4 3:540 4:560 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
767.7 0:1 1:3 2:4 3:560 4:580 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
95.07 0:1 1:3 2:4 3:580 4:600 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
265.24 0:1 1:3 2:5 3:480 4:500 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
540.53 0:1 1:3 2:5 3:500 4:520 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
236.79 0:1 1:3 2:5 3:520 4:540 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
359.14 0:1 1:3 2:5 3:540 4:560 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
431.05 0:1 1:3 2:5 3:560 4:580 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
701.9 0:1 1:3 2:5 3:580 4:600 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
417.96 0:1 1:3 2:6 3:480 4:500 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
508.88 0:1 1:3 2:6 3:500 4:520 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
382.88 0:1 1:3 2:6 3:520 4:540 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
496.56 0:1 1:3 2:6 3:540 4:560 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
193.15 0:1 1:3 2:6 3:560 4:580 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
254.65 0:1 1:3 2:6 3:580 4:600 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
475.94 0:1 1:3 2:0 3:480 4:500 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
473.15 0:1 1:3 2:0 3:500 4:520 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
681.65 0:1 1:3 2:0 3:520 4:540 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
707.82 0:1 1:3 2:0 3:540 4:560 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
705.68 0:1 1:3 2:0 3:560 4:580 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
104.19 0:1 1:3 2:0 3:580 4:600 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
755.51 0:2 1:1 2:1 3:480 4:500 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
511.98 0:2 1:1 2:1 3:500 4:520 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
443.83 0:2 1:1 2:1 3:520 4:540 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
711.83 0:2 1:1 2:1 3:540 4:560 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
112.73 0:2 1:1 2:1 3:560 4:580 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
779.28 0:2 1:1 2:1 3:580 4:600 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
129.77 0:2 1:1 2:2 3:480 4:500 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
444.61 0:2 1:1 2:2 3:500 4:520 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
556.24 0:2 1:1 2:2 3:520 4:540 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
401.62 0:2 1:1 2:2 3:540 4:560 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
209.48 0:2 1:1 2:2 3:560 4:580 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
711.04 0:2 1:1 2:2 3:580 4:600 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
312.65 0:2 1:1 2:3 3:480 4:500 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
93 0:2 1:1 2:3 3:500 4:520 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
378.45 0:2 1:1 2:3 3:520 4:540 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
792.19 0:2 1:1 2:3 3:540 4:560 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
41.35 0:2 1:1 2:3 3:560 4:580 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
744.79 0:2 1:1 2:3 3:580 4:600 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
587.35 0:2 1:1 2:4 3:480 4:500 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
486.68 0:2 1:1 2:4 3:500 4:520 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
456.76 0:2 1:1 2:4 3:520 4:540 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
782.89 0:2 1:1 2:4 3:540 4:560 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
25.88 0:2 1:1 2:4 3:560 4:580 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
141.48 0:2 1:1 2:4 3:580 4:600 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
193.04 0:2 1:1 2:5 3:480 4:500 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
645.46 0:2 1:1 2:5 3:500 4:520 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
287.92 0:2 1:1 2:5 3:520 4:540 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
277.03 0:2 1:1 2:5 3:540 4:560 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
304.77 0:2 1:1 2:5 3:560 4:580 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
716.04 0:2 1:1 2:5 3:580 4:600 5:8.0000 6:3.4000 7:13.6000 8:76.0000 9:0.0000
582.7 0:2 1:1 2:6 3:480 4:500 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
42.56 0:2 1:1 2:6 3:500 4:520 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
84.35 0:2 1:1 2:6 3:520 4:540 5:77.0000 6:1.4000 7:17.5000 8:66.0000 9:0.0000
551.28 0:2 1:1 2:6 3:540 4:560 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
799.81 0:2 1:1 2:6 3:560 4:580 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
707.39 0:2 1:1 2:6 3:580 4:600 5:96.0000 6:2.1000 7:17.0000 8:66.0000 9:0.0000
756.98 0:2 1:1 2:0 3:480 4:500 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
432.67 0:2 1:1 2:0 3:500 4:520 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
191.97 0:2 1:1 2:0 3:520 4:540 5:5.0000 6:2.8000 7:15.7000 8:88.0000 9:0.2000
390.39 0:2 1:1 2:0 3:540 4:560 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
436.55 0:2 1:1 2:0 3:560 4:580 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
366.95 0:2 1:1 2:0 3:580 4:600 5:349.0000 6:2.3000 7:14.8000 8:89.0000 9:0.1000
200.24 0:2 1:3 2:1 3:480 4:500 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
28.37 0:2 1:3 2:1 3:500 4:520 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
225.34 0:2 1:3 2:1 3:520 4:540 5:37.0000 6:4.3000 7:19.5000 8:78.0000 9:0.0000
721.66 0:2 1:3 2:1 3:540 4:560 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
289 0:2 1:3 2:1 3:560 4:580 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
409.04 0:2 1:3 2:1 3:580 4:600 5:7.0000 6:3.8000 7:18.0000 8:81.0000 9:0.0000
514.72 0:2 1:3 2:2 3:480 4:500 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
533.54 0:2 1:3 2:2 3:500 4:520 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
468.9 0:2 1:3 2:2 3:520 4:540 5:216.0000 6:2.1000 7:28.1000 8:67.0000 9:0.0000
392.41 0:2 1:3 2:2 3:540 4:560 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
255.91 0:2 1:3 2:2 3:560 4:580 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
231.76 0:2 1:3 2:2 3:580 4:600 5:356.0000 6:5.6000 7:21.6000 8:81.0000 9:0.0000
61.01 0:2 1:3 2:3 3:480 4:500 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
344.61 0:2 1:3 2:3 3:500 4:520 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
331.13 0:2 1:3 2:3 3:520 4:540 5:339.0000 6:1.8000 7:19.7000 8:93.0000 9:0.0000
328.36 0:2 1:3 2:3 3:540 4:560 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
696.52 0:2 1:3 2:3 3:560 4:580 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
25.87 0:2 1:3 2:3 3:580 4:600 5:107.0000 6:0.5000 7:20.7000 8:90.0000 9:0.0000
280.07 0:2 1:3 2:4 3:480 4:500 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
85.43 0:2 1:3 2:4 3:500 4:520 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
400.74 0:2 1:3 2:4 3:520 4:540 5:4.0000 6:6.0000 7:16.2000 8:91.0000 9:0.1000
265.36 0:2 1:3 2:4 3:540 4:560 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
270.83 0:2 1:3 2:4 3:560 4:580 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
413.07 0:2 1:3 2:4 3:580 4:600 5:1.0000 6:5.9000 7:15.1000 8:86.0000 9:0.0000
475.47 0:2 1:3 2:5 3:480 4:500 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
238.54 0:2 1:3 2:5 3:500 4:520 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
224.05 0:2 1:3 2:5 3:520 4:540 5:36.0000 6:3.2000 7:14.6000 8:71.0000 9:0.0000
