intersection_id,tollgate_id,time_window,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,avg_travel_time
"B","3","2016-07-20 11:40:00,2016-07-20 12:00:00","998.7000","1003.5000","217.0000","3.4000","37.0000","40.0000","0.0000","80.52"
"B","3","2016-07-20 12:00:00,2016-07-20 12:20:00","1000.2000","1005.0000","224.0000","2.5000","33.0000","53.0000","0.0000","111.79"
"B","3","2016-07-20 12:20:00,2016-07-20 12:40:00","1000.2000","1005.0000","224.0000","2.5000","33.0000","53.0000","0.0000","47.27"
"B","3","2016-07-20 12:40:00,2016-07-20 13:00:00","1000.2000","1005.0000","224.0000","2.5000","33.0000","53.0000","0.0000","82.82"
"B","3","2016-07-20 13:00:00,2016-07-20 13:20:00","1000.2000","1005.0000","224.0000","2.5000","33.0000","53.0000","0.0000","117.0"
"B","3","2016-07-20 13:20:00,2016-07-20 13:40:00","1000.2000","1005.0000","224.0000","2.5000","33.0000","53.0000","0.0000","65.45"
"B","3","2016-07-20 13:40:00,2016-07-20 14:00:00","1000.2000","1005.0000","224.0000","2.5000","33.0000","53.0000","0.0000","127.1"
"B","3","2016-07-20 14:00:00,2016-07-20 14:20:00","1000.2000","1005.0000","224.0000","2.5000","33.0000","53.0000","0.0000","95.36"
"B","3","2016-07-20 14:40:00,2016-07-20 15:00:00","1000.2000","1005.0000","224.0000","2.5000","33.0000","53.0000","0.0000","128.78"
"B","3","2016-07-20 15:00:00,2016-07-20 15:20:00","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000","54.23"
"B","3","2016-07-20 15:20:00,2016-07-20 15:40:00","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000","134.65"
"B","3","2016-07-20 15:40:00,2016-07-20 16:00:00","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000","174.75"
"B","3","2016-07-20 16:00:00,2016-07-20 16:20:00","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000","130.69"
"B","3","2016-07-20 16:20:00,2016-07-20 16:40:00","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000","98.28"
"B","3","2016-07-20 16:40:00,2016-07-20 17:00:00","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000","98.73"
"B","3","2016-07-20 17:00:00,2016-07-20 17:20:00","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000","114.94"
"B","3","2016-07-20 17:20:00,2016-07-20 17:40:00","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000","131.36"
"B","3","2016-07-20 17:40:00,2016-07-20 18:00:00","1001.3000","1006.1000","208.0000","2.1000","30.6000","63.0000","0.0000","134.24"
"B","3","2016-07-20 18:00:00,2016-07-20 18:20:00","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000","101.55"
"B","3","2016-07-20 18:20:00,2016-07-20 18:40:00","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000","113.77"
"B","3","2016-07-20 18:40:00,2016-07-20 19:00:00","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000","89.67"
"B","3","2016-07-20 19:00:00,2016-07-20 19:20:00","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000","114.53"
"B","3","2016-07-20 19:20:00,2016-07-20 19:40:00","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000","90.8"
"B","3","2016-07-20 19:40:00,2016-07-20 20:00:00","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000","103.43"
"B","3","2016-07-20 20:00:00,2016-07-20 20:20:00","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000","91.33"
"B","3","2016-07-20 20:20:00,2016-07-20 20:40:00","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000","156.44"
"B","3","2016-07-20 20:40:00,2016-07-20 21:00:00","1000.9000","1005.7000","210.0000","2.5000","29.0000","69.0000","0.0000","78.35"
"B","3","2016-07-20 21:00:00,2016-07-20 21:20:00","1001.7000","1006.5000","222.0000","2.3000","27.3000","79.0000","0.0000","85.88"
"B","3","2016-07-20 21:40:00,2016-07-20 22:00:00","1001.7000","1006.5000","222.0000","2.3000","27.3000","79.0000","0.0000","111.47"
"B","3","2016-07-20 22:00:00,2016-07-20 22:20:00","1001.7000","1006.5000","222.0000","2.3000","27.3000","79.0000","0.0000","91.52"
"B","3","2016-07-20 23:00:00,2016-07-20 23:20:00","1001.7000","1006.5000","222.0000","2.3000","27.3000","79.0000","0.0000","137.86"
"B","3","2016-07-20 23:40:00,2016-07-21 00:00:00","1001.7000","1006.5000","222.0000","2.3000","27.3000","79.0000","0.0000","112.89"
"B","3","2016-07-21 00:00:00,2016-07-21 00:20:00","1003.0000","1007.8000","197.0000","1.8000","31.1000","63.0000","0.0000","85.0"
"B","3","2016-07-21 01:20:00,2016-07-21 01:40:00","1003.0000","1007.8000","197.0000","1.8000","31.1000","63.0000","0.0000","65.78"
"B","3","2016-07-21 04:20:00,2016-07-21 04:40:00","1002.4000","1007.2000","210.0000","4.6000","35.6000","47.0000","0.0000","393.05"
"B","3","2016-07-21 06:00:00,2016-07-21 06:20:00","1001.5000","1006.3000","205.0000","4.7000","37.2000","44.0000","0.0000","166.81"
"B","3","2016-07-21 06:20:00,2016-07-21 06:40:00","1001.5000","1006.3000","205.0000","4.7000","37.2000","44.0000","0.0000","136.67"
"B","3","2016-07-21 06:40:00,2016-07-21 07:00:00","1001.5000","1006.3000","205.0000","4.7000","37.2000","44.0000","0.0000","55.92"
"B","3","2016-07-21 07:00:00,2016-07-21 07:20:00","1001.5000","1006.3000","205.0000","4.7000","37.2000","44.0000","0.0000","206.59"
"B","3","2016-07-21 07:20:00,2016-07-21 07:40:00","1001.5000","1006.3000","205.0000","4.7000","37.2000","44.0000","0.0000","113.78"
"B","3","2016-07-21 07:40:00,2016-07-21 08:00:00","1001.5000","1006.3000","205.0000","4.7000","37.2000","44.0000","0.0000","146.58"
"B","3","2016-07-21 08:00:00,2016-07-21 08:20:00","1001.5000","1006.3000","205.0000","4.7000","37.2000","44.0000","0.0000","107.11"
"B","3","2016-07-21 10:40:00,2016-07-21 11:00:00","1000.2000","1005.0000","195.0000","3.2000","37.6000","42.0000","0.0000","180.27"
"B","3","2016-07-21 11:00:00,2016-07-21 11:20:00","1000.2000","1005.0000","195.0000","3.2000","37.6000","42.0000","0.0000","54.8"
"B","3","2016-07-21 11:20:00,2016-07-21 11:40:00","1000.2000","1005.0000","195.0000","3.2000","37.6000","42.0000","0.0000","108.52"
"B","3","2016-07-21 11:40:00,2016-07-21 12:00:00","1000.2000","1005.0000","195.0000","3.2000","37.6000","42.0000","0.0000","168.37"
"B","3","2016-07-21 12:00:00,2016-07-21 12:20:00","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000","61.47"
"B","3","2016-07-21 12:20:00,2016-07-21 12:40:00","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000","132.24"
"B","3","2016-07-21 12:40:00,2016-07-21 13:00:00","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000","113.74"
"B","3","2016-07-21 13:00:00,2016-07-21 13:20:00","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000","56.73"
"B","3","2016-07-21 13:20:00,2016-07-21 13:40:00","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000","144.33"
"B","3","2016-07-21 13:40:00,2016-07-21 14:00:00","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000","99.39"
"B","3","2016-07-21 14:00:00,2016-07-21 14:20:00","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000","103.31"
"B","3","2016-07-21 14:20:00,2016-07-21 14:40:00","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000","51.84"
"B","3","2016-07-21 14:40:00,2016-07-21 15:00:00","1001.0000","1005.8000","258.0000","1.6000","33.5000","53.0000","0.0000","111.76"
"B","3","2016-07-21 15:00:00,2016-07-21 15:20:00","1001.9000","1006.7000","208.0000","3.2000","31.4000","66.0000","0.0000","114.77"
"B","3","2016-07-21 15:20:00,2016-07-21 15:40:00","1001.9000","1006.7000","208.0000","3.2000","31.4000","66.0000","0.0000","116.49"
"B","3","2016-07-21 15:40:00,2016-07-21 16:00:00","1001.9000","1006.7000","208.0000","3.2000","31.4000","66.0000","0.0000","75.82"
"B","3","2016-07-21 16:00:00,2016-07-21 16:20:00","1001.9000","1006.7000","208.0000","3.2000","31.4000","66.0000","0.0000","97.67"
"B","3","2016-07-21 16:20:00,2016-07-21 16:40:00","1001.9000","1006.7000","208.0000","3.2000","31.4000","66.0000","0.0000","140.7"
"B","3","2016-07-21 16:40:00,2016-07-21 17:00:00","1001.9000","1006.7000","208.0000","3.2000","31.4000","66.0000","0.0000","115.48"
"B","3","2016-07-21 17:20:00,2016-07-21 17:40:00","1001.9000","1006.7000","208.0000","3.2000","31.4000","66.0000","0.0000","125.52"
"B","3","2016-07-21 17:40:00,2016-07-21 18:00:00","1001.9000","1006.7000","208.0000","3.2000","31.4000","66.0000","0.0000","110.95"
"B","3","2016-07-21 18:00:00,2016-07-21 18:20:00","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000","95.16"
"B","3","2016-07-21 18:20:00,2016-07-21 18:40:00","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000","131.44"
"B","3","2016-07-21 18:40:00,2016-07-21 19:00:00","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000","169.79"
"B","3","2016-07-21 19:00:00,2016-07-21 19:20:00","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000","105.57"
"B","3","2016-07-21 19:20:00,2016-07-21 19:40:00","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000","96.17"
"B","3","2016-07-21 19:40:00,2016-07-21 20:00:00","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000","119.58"
"B","3","2016-07-21 20:00:00,2016-07-21 20:20:00","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000","101.77"
"B","3","2016-07-21 20:20:00,2016-07-21 20:40:00","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000","117.65"
"B","3","2016-07-21 20:40:00,2016-07-21 21:00:00","1001.7000","1006.5000","207.0000","2.4000","29.9000","70.0000","0.0000","124.2"
"B","3","2016-07-21 21:00:00,2016-07-21 21:20:00","1002.1000","1006.9000","199.0000","2.5000","29.0000","75.0000","0.0000","93.9"
"B","3","2016-07-21 21:20:00,2016-07-21 21:40:00","1002.1000","1006.9000","199.0000","2.5000","29.0000","75.0000","0.0000","93.98"
"B","3","2016-07-21 22:00:00,2016-07-21 22:20:00","1002.1000","1006.9000","199.0000","2.5000","29.0000","75.0000","0.0000","105.9"
"B","3","2016-07-21 22:20:00,2016-07-21 22:40:00","1002.1000","1006.9000","199.0000","2.5000","29.0000","75.0000","0.0000","118.73"
"B","3","2016-07-21 23:00:00,2016-07-21 23:20:00","1002.1000","1006.9000","199.0000","2.5000","29.0000","75.0000","0.0000","127.51"
"B","3","2016-07-21 23:20:00,2016-07-21 23:40:00","1002.1000","1006.9000","199.0000","2.5000","29.0000","75.0000","0.0000","86.59"
"B","3","2016-07-21 23:40:00,2016-07-22 00:00:00","1002.1000","1006.9000","199.0000","2.5000","29.0000","75.0000","0.0000","142.16"
"B","3","2016-07-22 01:00:00,2016-07-22 01:20:00","1003.2000","1008.0000","194.0000","1.9000","31.6000","68.0000","0.0000","165.66"
"B","3","2016-07-22 03:00:00,2016-07-22 03:20:00","1002.7000","1007.5000","212.0000","3.0000","35.5000","51.0000","0.0000","12.75"
"B","3","2016-07-22 04:40:00,2016-07-22 05:00:00","1002.7000","1007.5000","212.0000","3.0000","35.5000","51.0000","0.0000","195.47"
"B","3","2016-07-22 05:00:00,2016-07-22 05:20:00","1002.7000","1007.5000","212.0000","3.0000","35.5000","51.0000","0.0000","96.23"
"B","3","2016-07-22 05:20:00,2016-07-22 05:40:00","1002.7000","1007.5000","212.0000","3.0000","35.5000","51.0000","0.0000","154.3"
"B","3","2016-07-22 05:40:00,2016-07-22 06:00:00","1002.7000","1007.5000","212.0000","3.0000","35.5000","51.0000","0.0000","195.81"
"B","3","2016-07-22 06:00:00,2016-07-22 06:20:00","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000","189.33"
"B","3","2016-07-22 06:20:00,2016-07-22 06:40:00","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000","75.94"
"B","3","2016-07-22 06:40:00,2016-07-22 07:00:00","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000","72.47"
"B","3","2016-07-22 07:00:00,2016-07-22 07:20:00","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000","90.79"
"B","3","2016-07-22 07:20:00,2016-07-22 07:40:00","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000","88.86"
"B","3","2016-07-22 07:40:00,2016-07-22 08:00:00","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000","180.59"
"B","3","2016-07-22 08:00:00,2016-07-22 08:20:00","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000","126.73"
"B","3","2016-07-22 08:20:00,2016-07-22 08:40:00","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000","217.6"
"B","3","2016-07-22 08:40:00,2016-07-22 09:00:00","1001.0000","1005.8000","220.0000","3.6000","37.6000","45.0000","0.0000","121.92"
"B","3","2016-07-22 09:00:00,2016-07-22 09:20:00","1000.0000","1004.8000","226.0000","1.9000","37.2000","45.0000","0.0000","161.56"
"B","3","2016-07-22 09:20:00,2016-07-22 09:40:00","1000.0000","1004.8000","226.0000","1.9000","37.2000","45.0000","0.0000","113.62"
"B","3","2016-07-22 09:40:00,2016-07-22 10:00:00","1000.0000","1004.8000","226.0000","1.9000","37.2000","45.0000","0.0000","137.22"
"B","3","2016-07-22 10:00:00,2016-07-22 10:20:00","1000.0000","1004.8000","226.0000","1.9000","37.2000","45.0000","0.0000","133.78"
"B","3","2016-07-22 10:40:00,2016-07-22 11:00:00","1000.0000","1004.8000","226.0000","1.9000","37.2000","45.0000","0.0000","215.2"
"B","3","2016-07-22 11:00:00,2016-07-22 11:20:00","1000.0000","1004.8000","226.0000","1.9000","37.2000","45.0000","0.0000","112.08"
"B","3","2016-07-22 11:20:00,2016-07-22 11:40:00","1000.0000","1004.8000","226.0000","1.9000","37.2000","45.0000","0.0000","99.19"
"B","3","2016-07-22 11:40:00,2016-07-22 12:00:00","1000.0000","1004.8000","226.0000","1.9000","37.2000","45.0000","0.0000","81.48"
"B","3","2016-07-22 12:00:00,2016-07-22 12:20:00","1000.7000","1005.5000","238.0000","1.7000","33.4000","54.0000","0.0000","124.93"
"B","3","2016-07-22 12:20:00,2016-07-22 12:40:00","1000.7000","1005.5000","238.0000","1.7000","33.4000","54.0000","0.0000","82.83"
"B","3","2016-07-22 12:40:00,2016-07-22 13:00:00","1000.7000","1005.5000","238.0000","1.7000","33.4000","54.0000","0.0000","200.47"
