115.48 0:1 1:3 2:3 3:1000 4:208.0000 5:3.2000 6:31.4000 7:66.0000 8:0.0000
125.52 0:1 1:3 2:3 3:1040 4:208.0000 5:3.2000 6:31.4000 7:66.0000 8:0.0000
110.95 0:1 1:3 2:3 3:1060 4:208.0000 5:3.2000 6:31.4000 7:66.0000 8:0.0000
95.16 0:1 1:3 2:3 3:1080 4:207.0000 5:2.4000 6:29.9000 7:70.0000 8:0.0000
131.44 0:1 1:3 2:3 3:1100 4:207.0000 5:2.4000 6:29.9000 7:70.0000 8:0.0000
169.79 0:1 1:3 2:3 3:1120 4:207.0000 5:2.4000 6:29.9000 7:70.0000 8:0.0000
105.57 0:1 1:3 2:3 3:1140 4:207.0000 5:2.4000 6:29.9000 7:70.0000 8:0.0000
96.17 0:1 1:3 2:3 3:1160 4:207.0000 5:2.4000 6:29.9000 7:70.0000 8:0.0000
119.58 0:1 1:3 2:3 3:1180 4:207.0000 5:2.4000 6:29.9000 7:70.0000 8:0.0000
101.77 0:1 1:3 2:3 3:1200 4:207.0000 5:2.4000 6:29.9000 7:70.0000 8:0.0000
117.65 0:1 1:3 2:3 3:1220 4:207.0000 5:2.4000 6:29.9000 7:70.0000 8:0.0000
124.2 0:1 1:3 2:3 3:1240 4:207.0000 5:2.4000 6:29.9000 7:70.0000 8:0.0000
93.9 0:1 1:3 2:3 3:1260 4:199.0000 5:2.5000 6:29.0000 7:75.0000 8:0.0000
93.98 0:1 1:3 2:3 3:1280 4:199.0000 5:2.5000 6:29.0000 7:75.0000 8:0.0000
105.9 0:1 1:3 2:3 3:1320 4:199.0000 5:2.5000 6:29.0000 7:75.0000 8:0.0000
118.73 0:1 1:3 2:3 3:1340 4:199.0000 5:2.5000 6:29.0000 7:75.0000 8:0.0000
127.51 0:1 1:3 2:3 3:1380 4:199.0000 5:2.5000 6:29.0000 7:75.0000 8:0.0000
86.59 0:1 1:3 2:3 3:1400 4:199.0000 5:2.5000 6:29.0000 7:75.0000 8:0.0000
142.16 0:1 1:3 2:3 3:1420 4:199.0000 5:2.5000 6:29.0000 7:75.0000 8:0.0000
165.66 0:1 1:3 2:4 3:60 4:194.0000 5:1.9000 6:31.6000 7:68.0000 8:0.0000
12.75 0:1 1:3 2:4 3:180 4:212.0000 5:3.0000 6:35.5000 7:51.0000 8:0.0000
195.47 0:1 1:3 2:4 3:280 4:212.0000 5:3.0000 6:35.5000 7:51.0000 8:0.0000
96.23 0:1 1:3 2:4 3:300 4:212.0000 5:3.0000 6:35.5000 7:51.0000 8:0.0000
154.3 0:1 1:3 2:4 3:320 4:212.0000 5:3.0000 6:35.5000 7:51.0000 8:0.0000
195.81 0:1 1:3 2:4 3:340 4:212.0000 5:3.0000 6:35.5000 7:51.0000 8:0.0000
189.33 0:1 1:3 2:4 3:360 4:220.0000 5:3.6000 6:37.6000 7:45.0000 8:0.0000
75.94 0:1 1:3 2:4 3:380 4:220.0000 5:3.6000 6:37.6000 7:45.0000 8:0.0000
72.47 0:1 1:3 2:4 3:400 4:220.0000 5:3.6000 6:37.6000 7:45.0000 8:0.0000
90.79 0:1 1:3 2:4 3:420 4:220.0000 5:3.6000 6:37.6000 7:45.0000 8:0.0000
88.86 0:1 1:3 2:4 3:440 4:220.0000 5:3.6000 6:37.6000 7:45.0000 8:0.0000
180.59 0:1 1:3 2:4 3:460 4:220.0000 5:3.6000 6:37.6000 7:45.0000 8:0.0000
126.73 0:1 1:3 2:4 3:480 4:220.0000 5:3.6000 6:37.6000 7:45.0000 8:0.0000
217.6 0:1 1:3 2:4 3:500 4:220.0000 5:3.6000 6:37.6000 7:45.0000 8:0.0000
121.92 0:1 1:3 2:4 3:520 4:220.0000 5:3.6000 6:37.6000 7:45.0000 8:0.0000
161.56 0:1 1:3 2:4 3:540 4:226.0000 5:1.9000 6:37.2000 7:45.0000 8:0.0000
113.62 0:1 1:3 2:4 3:560 4:226.0000 5:1.9000 6:37.2000 7:45.0000 8:0.0000
137.22 0:1 1:3 2:4 3:580 4:226.0000 5:1.9000 6:37.2000 7:45.0000 8:0.0000
133.78 0:1 1:3 2:4 3:600 4:226.0000 5:1.9000 6:37.2000 7:45.0000 8:0.0000
215.2 0:1 1:3 2:4 3:640 4:226.0000 5:1.9000 6:37.2000 7:45.0000 8:0.0000
112.08 0:1 1:3 2:4 3:660 4:226.0000 5:1.9000 6:37.2000 7:45.0000 8:0.0000
99.19 0:1 1:3 2:4 3:680 4:226.0000 5:1.9000 6:37.2000 7:45.0000 8:0.0000
81.48 0:1 1:3 2:4 3:700 4:226.0000 5:1.9000 6:37.2000 7:45.0000 8:0.0000
124.93 0:1 1:3 2:4 3:720 4:238.0000 5:1.7000 6:33.4000 7:54.0000 8:0.0000
82.83 0:1 1:3 2:4 3:740 4:238.0000 5:1.7000 6:33.4000 7:54.0000 8:0.0000
200.47 0:1 1:3 2:4 3:760 4:238.0000 5:1.7000 6:33.4000 7:54.0000 8:0.0000
101.82 0:1 1:3 2:4 3:780 4:238.0000 5:1.7000 6:33.4000 7:54.0000 8:0.0000
69.63 0:1 1:3 2:4 3:800 4:238.0000 5:1.7000 6:33.4000 7:54.0000 8:0.0000
88.79 0:1 1:3 2:4 3:820 4:238.0000 5:1.7000 6:33.4000 7:54.0000 8:0.0000
117.05 0:1 1:3 2:4 3:840 4:238.0000 5:1.7000 6:33.4000 7:54.0000 8:0.0000
90.71 0:1 1:3 2:4 3:860 4:238.0000 5:1.7000 6:33.4000 7:54.0000 8:0.0000
128.29 0:1 1:3 2:4 3:880 4:238.0000 5:1.7000 6:33.4000 7:54.0000 8:0.0000
129.11 0:1 1:3 2:4 3:900 4:190.0000 5:1.6000 6:31.3000 7:67.0000 8:0.0000
101.98 0:1 1:3 2:4 3:920 4:190.0000 5:1.6000 6:31.3000 7:67.0000 8:0.0000
101.56 0:1 1:3 2:4 3:940 4:190.0000 5:1.6000 6:31.3000 7:67.0000 8:0.0000
130.6 0:1 1:3 2:4 3:960 4:190.0000 5:1.6000 6:31.3000 7:67.0000 8:0.0000
113.65 0:1 1:3 2:4 3:980 4:190.0000 5:1.6000 6:31.3000 7:67.0000 8:0.0000
84.49 0:1 1:3 2:4 3:1000 4:190.0000 5:1.6000 6:31.3000 7:67.0000 8:0.0000
115.19 0:1 1:3 2:4 3:1020 4:190.0000 5:1.6000 6:31.3000 7:67.0000 8:0.0000
136.99 0:1 1:3 2:4 3:1040 4:190.0000 5:1.6000 6:31.3000 7:67.0000 8:0.0000
191.51 0:1 1:3 2:4 3:1060 4:190.0000 5:1.6000 6:31.3000 7:67.0000 8:0.0000
105.54 0:1 1:3 2:4 3:1080 4:205.0000 5:2.1000 6:29.8000 7:74.0000 8:0.0000
82.42 0:1 1:3 2:4 3:1100 4:205.0000 5:2.1000 6:29.8000 7:74.0000 8:0.0000
91.96 0:1 1:3 2:4 3:1120 4:205.0000 5:2.1000 6:29.8000 7:74.0000 8:0.0000
111.78 0:1 1:3 2:4 3:1140 4:205.0000 5:2.1000 6:29.8000 7:74.0000 8:0.0000
113.59 0:1 1:3 2:4 3:1160 4:205.0000 5:2.1000 6:29.8000 7:74.0000 8:0.0000
125.72 0:1 1:3 2:4 3:1180 4:205.0000 5:2.1000 6:29.8000 7:74.0000 8:0.0000
137.06 0:1 1:3 2:4 3:1200 4:205.0000 5:2.1000 6:29.8000 7:74.0000 8:0.0000
143.25 0:1 1:3 2:4 3:1220 4:205.0000 5:2.1000 6:29.8000 7:74.0000 8:0.0000
109.69 0:1 1:3 2:4 3:1240 4:205.0000 5:2.1000 6:29.8000 7:74.0000 8:0.0000
83.7 0:1 1:3 2:4 3:1260 4:207.0000 5:1.3000 6:27.7000 7:83.0000 8:0.0000
141.53 0:1 1:3 2:4 3:1300 4:207.0000 5:1.3000 6:27.7000 7:83.0000 8:0.0000
118.16 0:1 1:3 2:4 3:1320 4:207.0000 5:1.3000 6:27.7000 7:83.0000 8:0.0000
66.34 0:1 1:3 2:4 3:1340 4:207.0000 5:1.3000 6:27.7000 7:83.0000 8:0.0000
118.93 0:1 1:3 2:4 3:1360 4:207.0000 5:1.3000 6:27.7000 7:83.0000 8:0.0000
62.51 0:1 1:3 2:4 3:1380 4:207.0000 5:1.3000 6:27.7000 7:83.0000 8:0.0000
154.56 0:1 1:3 2:4 3:1400 4:207.0000 5:1.3000 6:27.7000 7:83.0000 8:0.0000
136.23 0:1 1:3 2:4 3:1420 4:207.0000 5:1.3000 6:27.7000 7:83.0000 8:0.0000
141.81 0:1 1:3 2:5 3:20 4:221.0000 5:2.4000 6:31.3000 7:69.0000 8:0.0000
129.47 0:1 1:3 2:5 3:40 4:221.0000 5:2.4000 6:31.3000 7:69.0000 8:0.0000
175.45 0:1 1:3 2:5 3:80 4:221.0000 5:2.4000 6:31.3000 7:69.0000 8:0.0000
129.42 0:1 1:3 2:5 3:100 4:221.0000 5:2.4000 6:31.3000 7:69.0000 8:0.0000
140.77 0:1 1:3 2:5 3:160 4:221.0000 5:2.4000 6:31.3000 7:69.0000 8:0.0000
115.58 0:1 1:3 2:5 3:220 4:169.0000 5:2.6000 6:36.2000 7:52.0000 8:0.0000
133.78 0:1 1:3 2:5 3:280 4:169.0000 5:2.6000 6:36.2000 7:52.0000 8:0.0000
162.52 0:1 1:3 2:5 3:320 4:169.0000 5:2.6000 6:36.2000 7:52.0000 8:0.0000
46.66 0:1 1:3 2:5 3:360 4:206.0000 5:1.8000 6:38.3000 7:42.0000 8:0.0000
95.37 0:1 1:3 2:5 3:380 4:206.0000 5:1.8000 6:38.3000 7:42.0000 8:0.0000
161.2 0:1 1:3 2:5 3:400 4:206.0000 5:1.8000 6:38.3000 7:42.0000 8:0.0000
130.15 0:1 1:3 2:5 3:420 4:206.0000 5:1.8000 6:38.3000 7:42.0000 8:0.0000
63.18 0:1 1:3 2:5 3:440 4:206.0000 5:1.8000 6:38.3000 7:42.0000 8:0.0000
100.59 0:1 1:3 2:5 3:460 4:206.0000 5:1.8000 6:38.3000 7:42.0000 8:0.0000
157.78 0:1 1:3 2:5 3:480 4:206.0000 5:1.8000 6:38.3000 7:42.0000 8:0.0000
60.5 0:1 1:3 2:5 3:500 4:206.0000 5:1.8000 6:38.3000 7:42.0000 8:0.0000
92.48 0:1 1:3 2:5 3:520 4:206.0000 5:1.8000 6:38.3000 7:42.0000 8:0.0000
153.16 0:1 1:3 2:5 3:540 4:236.0000 5:1.6000 6:38.0000 7:45.0000 8:0.0000
144.09 0:1 1:3 2:5 3:560 4:236.0000 5:1.6000 6:38.0000 7:45.0000 8:0.0000
125.13 0:1 1:3 2:5 3:600 4:236.0000 5:1.6000 6:38.0000 7:45.0000 8:0.0000
141.22 0:1 1:3 2:5 3:620 4:236.0000 5:1.6000 6:38.0000 7:45.0000 8:0.0000
132.74 0:1 1:3 2:5 3:640 4:236.0000 5:1.6000 6:38.0000 7:45.0000 8:0.0000
151.06 0:1 1:3 2:5 3:660 4:236.0000 5:1.6000 6:38.0000 7:45.0000 8:0.0000
94.56 0:1 1:3 2:5 3:680 4:236.0000 5:1.6000 6:38.0000 7:45.0000 8:0.0000
111.91 0:1 1:3 2:5 3:700 4:236.0000 5:1.6000 6:38.0000 7:45.0000 8:0.0000
101.03 0:1 1:3 2:5 3:720 4:106.0000 5:1.5000 6:35.6000 7:50.0000 8:0.0000
79.68 0:1 1:3 2:5 3:740 4:106.0000 5:1.5000 6:35.6000 7:50.0000 8:0.0000
98.16 0:1 1:3 2:5 3:760 4:106.0000 5:1.5000 6:35.6000 7:50.0000 8:0.0000
139.54 0:1 1:3 2:5 3:780 4:106.0000 5:1.5000 6:35.6000 7:50.0000 8:0.0000
101.43 0:1 1:3 2:5 3:800 4:106.0000 5:1.5000 6:35.6000 7:50.0000 8:0.0000
123.31 0:1 1:3 2:5 3:820 4:106.0000 5:1.5000 6:35.6000 7:50.0000 8:0.0000
