intersection_id,tollgate_id,time_window,avg_travel_time
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",109.9320907593
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",109.9320907593
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",109.9320907593
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",109.9320907593
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",109.9320907593
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",109.9320907593
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",111.1746673584
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",111.1746673584
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",111.1746673584
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",110.9966278076
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",110.9966278076
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",110.9966278076
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",112.1287384033
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",112.1287384033
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",112.1287384033
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",112.1287384033
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",112.1287384033
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",112.1287384033
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",109.9320907593
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",109.9320907593
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",109.9320907593
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",109.7980422974
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",109.7980422974
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",109.7980422974
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",109.9320907593
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",109.9320907593
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",109.9320907593
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",109.9320907593
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",109.9320907593
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",109.9320907593
B,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",115.0287322998
B,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",115.0287322998
B,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",115.0287322998
B,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",120.2215118408
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",120.2215118408
B,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",120.2215118408
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",120.2215118408
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",120.2215118408
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",120.2215118408
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",122.0696334839
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",122.0696334839
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",122.0696334839
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",119.493270874
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",119.493270874
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",119.493270874
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",119.493270874
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",119.493270874
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",119.493270874
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",123.1383132935
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",123.1383132935
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",123.1383132935
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",122.9602737427
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",122.9602737427
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",122.9602737427
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",138.5922241211
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",138.5922241211
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",138.5922241211
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",139.8209381104
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",139.8209381104
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",139.8209381104
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",116.1133880615
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",116.1133880615
B,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",116.1133880615
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",120.0605621338
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",120.0605621338
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",120.0605621338
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",114.6826629639
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",114.6826629639
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",114.6826629639
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",115.0287322998
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",115.0287322998
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",115.0287322998
B,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",106.6298522949
B,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",106.6298522949
B,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",106.6298522949
B,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",106.8078918457
B,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",106.8078918457
B,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",106.8078918457
B,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",106.8078918457
B,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",106.8078918457
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",106.8078918457
B,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",108.0064849854
B,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",108.0064849854
B,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",108.0064849854
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",106.6298522949
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",106.6298522949
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",106.6298522949
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",106.6298522949
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",106.6298522949
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",106.6298522949
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",108.170249939
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",108.170249939
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",108.170249939
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",107.9922103882
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",107.9922103882
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",107.9922103882
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",108.8265075684
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",108.8265075684
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",108.8265075684
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",109.1243209839
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",109.1243209839
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",109.1243209839
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",106.6298522949
B,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",106.6298522949
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",106.6298522949
B,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",106.495803833
B,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",106.495803833
B,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",106.495803833
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",106.6298522949
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",106.6298522949
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",106.6298522949
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",106.6298522949
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",106.6298522949
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",106.6298522949
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",154.0060272217
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",154.0060272217
C,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",154.0060272217
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",163.6409454346
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",163.6409454346
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",163.6409454346
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",163.4776153564
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",163.4776153564
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",163.4776153564
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",165.3257904053
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",165.3257904053
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",165.3257904053
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",162.7493743896
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",162.7493743896
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",162.7493743896
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",162.7493743896
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",162.7493743896
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",162.7493743896
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",192.8656768799
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",192.8656768799
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",192.8656768799
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",192.6876525879
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",192.6876525879
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",192.6876525879
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",184.0980529785
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",184.0980529785
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",184.0980529785
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",259.7481079102
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",259.7481079102
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",259.7481079102
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",159.9437866211
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",159.9437866211
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",159.9437866211
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",163.5379333496
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",163.5379333496
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",163.5379333496
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",155.7576293945
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",155.7576293945
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",155.7576293945
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",155.0192108154
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",155.0192108154
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",155.0192108154
C,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",156.0628967285
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",156.0628967285
C,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",156.0628967285
C,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",159.9509277344
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",159.9509277344
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",159.9509277344
C,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",160.031036377
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",160.031036377
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",160.031036377
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",161.2296600342
C,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",161.2296600342
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",161.2296600342
C,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",159.853012085
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",159.853012085
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",159.853012085
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",159.853012085
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",159.853012085
C,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",159.853012085
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",187.7488708496
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",187.7488708496
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",187.7488708496
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",187.5708465576
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",187.5708465576
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",187.5708465576
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",164.2993469238
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",164.2993469238
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",164.2993469238
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",238.659286499
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",238.659286499
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",238.659286499
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",160.4272918701
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",160.4272918701
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",160.4272918701
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",159.9402618408
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",159.9402618408
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",159.9402618408
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",158.1605377197
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",158.1605377197
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",158.1605377197
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",157.0760803223
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",157.0760803223
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",157.0760803223
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",66.0067520142
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",66.0067520142
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",66.0067520142
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",66.0067520142
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",66.0067520142
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",66.0067520142
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",66.0067520142
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",66.0067520142
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",66.0067520142
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",66.0067520142
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",66.0067520142
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",66.0067520142
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",66.0067520142
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",66.0067520142
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",66.0067520142
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",64.6301116943
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",64.6301116943
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",64.6301116943
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",65.8287200928
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",65.8287200928
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",65.8287200928
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",66.0067520142
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",66.0067520142
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",66.0067520142
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",66.0067520142
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",66.0067520142
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",66.0067520142
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",65.8287200928
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",65.8287200928
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",65.8287200928
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",64.6301116943
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",64.6301116943
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",64.6301116943
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",64.6301116943
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",64.6301116943
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",64.6301116943
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",64.6301116943
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",64.6301116943
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",64.6301116943
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",64.6301116943
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",64.6301116943
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",64.6301116943
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",107.4488983154
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",107.4488983154
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",107.4488983154
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",107.4488983154
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",107.4488983154
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",107.4488983154
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",107.4488983154
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",107.4488983154
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",107.4488983154
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",107.3148498535
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",107.3148498535
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",107.3148498535
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",107.4488983154
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",107.4488983154
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",107.4488983154
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",106.0722732544
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",106.0722732544
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",106.0722732544
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",107.1368103027
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",107.1368103027
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",107.1368103027
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",107.3148498535
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",107.3148498535
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",107.3148498535
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",107.3148498535
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",107.3148498535
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",107.3148498535
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",107.2708587646
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",107.2708587646
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",107.2708587646
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",105.9382247925
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",105.9382247925
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",105.9382247925
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",106.0722732544
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",106.0722732544
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",106.0722732544
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",106.0722732544
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",106.0722732544
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",106.0722732544
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",106.0722732544
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",106.0722732544
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",106.0722732544
B,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",120.1567306519
B,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",120.6329116821
B,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",120.6329116821
B,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",120.6329116821
B,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",120.6329116821
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",120.6329116821
B,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",120.1567306519
B,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",120.6329116821
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",120.6329116821
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",121.3113937378
B,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",121.3113937378
B,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",121.3113937378
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",120.1567306519
