605.73 0:0 1:3 2:5 3:580 4:600 5:999.4000 6:1004.3000 7:117.0000 8:2.0000 9:22.8000 10:97.0000 11:3.1000
74.13 0:0 1:3 2:6 3:480 4:500 5:1009.1000 6:1014.1000 7:13.0000 8:3.2000 9:20.6000 10:84.0000 11:0.0000
680.94 0:0 1:3 2:6 3:500 4:520 5:1009.1000 6:1014.1000 7:13.0000 8:3.2000 9:20.6000 10:84.0000 11:0.0000
212.75 0:0 1:3 2:6 3:520 4:540 5:1009.1000 6:1014.1000 7:13.0000 8:3.2000 9:20.6000 10:84.0000 11:0.0000
43.47 0:0 1:3 2:6 3:540 4:560 5:1009.9000 6:1014.9000 7:344.0000 8:1.9000 9:20.4000 10:87.0000 11:0.0000
415.92 0:0 1:3 2:6 3:560 4:580 5:1009.9000 6:1014.9000 7:344.0000 8:1.9000 9:20.4000 10:87.0000 11:0.0000
709.27 0:0 1:3 2:6 3:580 4:600 5:1009.9000 6:1014.9000 7:344.0000 8:1.9000 9:20.4000 10:87.0000 11:0.0000
43.57 0:0 1:3 2:0 3:480 4:500 5:1007.7000 6:1012.7000 7:175.0000 8:1.4000 9:24.5000 10:68.0000 11:0.0000
227.41 0:0 1:3 2:0 3:500 4:520 5:1007.7000 6:1012.7000 7:175.0000 8:1.4000 9:24.5000 10:68.0000 11:0.0000
272.43 0:0 1:3 2:0 3:520 4:540 5:1007.7000 6:1012.7000 7:175.0000 8:1.4000 9:24.5000 10:68.0000 11:0.0000
283.76 0:0 1:3 2:0 3:540 4:560 5:1007.3000 6:1012.3000 7:133.0000 8:0.9000 9:23.5000 10:79.0000 11:0.0000
547.64 0:0 1:3 2:0 3:560 4:580 5:1007.3000 6:1012.3000 7:133.0000 8:0.9000 9:23.5000 10:79.0000 11:0.0000
157.63 0:0 1:3 2:0 3:580 4:600 5:1007.3000 6:1012.3000 7:133.0000 8:0.9000 9:23.5000 10:79.0000 11:0.0000
796.15 0:1 1:1 2:1 3:480 4:500 5:1012.5000 6:1017.5000 7:128.0000 8:1.6000 9:23.4000 10:73.0000 11:0.0000
764.56 0:1 1:1 2:1 3:500 4:520 5:1012.5000 6:1017.5000 7:128.0000 8:1.6000 9:23.4000 10:73.0000 11:0.0000
627.1 0:1 1:1 2:1 3:520 4:540 5:1012.5000 6:1017.5000 7:128.0000 8:1.6000 9:23.4000 10:73.0000 11:0.0000
576.95 0:1 1:1 2:1 3:540 4:560 5:1013.0000 6:1018.0000 7:205.0000 8:0.6000 9:20.9000 10:94.0000 11:1.8000
151.97 0:1 1:1 2:1 3:560 4:580 5:1013.0000 6:1018.0000 7:205.0000 8:0.6000 9:20.9000 10:94.0000 11:1.8000
720.37 0:1 1:1 2:1 3:580 4:600 5:1013.0000 6:1018.0000 7:205.0000 8:0.6000 9:20.9000 10:94.0000 11:1.8000
195.55 0:1 1:1 2:2 3:480 4:500 5:1010.8000 6:1015.8000 7:89.0000 8:2.1000 9:20.7000 10:94.0000 11:1.0000
462.95 0:1 1:1 2:2 3:500 4:520 5:1010.8000 6:1015.8000 7:89.0000 8:2.1000 9:20.7000 10:94.0000 11:1.0000
213.37 0:1 1:1 2:2 3:520 4:540 5:1010.8000 6:1015.8000 7:89.0000 8:2.1000 9:20.7000 10:94.0000 11:1.0000
43.09 0:1 1:1 2:2 3:540 4:560 5:1010.9000 6:1015.9000 7:96.0000 8:1.8000 9:20.5000 10:95.0000 11:0.2000
232.07 0:1 1:1 2:2 3:560 4:580 5:1010.9000 6:1015.9000 7:96.0000 8:1.8000 9:20.5000 10:95.0000 11:0.2000
745.97 0:1 1:1 2:2 3:580 4:600 5:1010.9000 6:1015.9000 7:96.0000 8:1.8000 9:20.5000 10:95.0000 11:0.2000
731.14 0:1 1:1 2:3 3:480 4:500 5:1007.8000 6:1012.8000 7:94.0000 8:2.7000 9:22.3000 10:91.0000 11:0.0000
266.5 0:1 1:1 2:3 3:500 4:520 5:1007.8000 6:1012.8000 7:94.0000 8:2.7000 9:22.3000 10:91.0000 11:0.0000
527.62 0:1 1:1 2:3 3:520 4:540 5:1007.8000 6:1012.8000 7:94.0000 8:2.7000 9:22.3000 10:91.0000 11:0.0000
205.01 0:1 1:1 2:3 3:540 4:560 5:1008.1000 6:1013.1000 7:96.0000 8:2.0000 9:22.4000 10:91.0000 11:0.0000
127.86 0:1 1:1 2:3 3:560 4:580 5:1008.1000 6:1013.1000 7:96.0000 8:2.0000 9:22.4000 10:91.0000 11:0.0000
596.23 0:1 1:1 2:3 3:580 4:600 5:1008.1000 6:1013.1000 7:96.0000 8:2.0000 9:22.4000 10:91.0000 11:0.0000
694.67 0:1 1:1 2:4 3:480 4:500 5:1004.1000 6:1009.1000 7:335.0000 8:3.1000 9:21.4000 10:98.0000 11:0.5000
70.78 0:1 1:1 2:4 3:500 4:520 5:1004.1000 6:1009.1000 7:335.0000 8:3.1000 9:21.4000 10:98.0000 11:0.5000
217.8 0:1 1:1 2:4 3:520 4:540 5:1004.1000 6:1009.1000 7:335.0000 8:3.1000 9:21.4000 10:98.0000 11:0.5000
295.28 0:1 1:1 2:4 3:540 4:560 5:1004.3000 6:1009.3000 7:340.0000 8:2.8000 9:21.2000 10:98.0000 11:0.0000
241.35 0:1 1:1 2:4 3:560 4:580 5:1004.3000 6:1009.3000 7:340.0000 8:2.8000 9:21.2000 10:98.0000 11:0.0000
598.35 0:1 1:1 2:4 3:580 4:600 5:1004.3000 6:1009.3000 7:340.0000 8:2.8000 9:21.2000 10:98.0000 11:0.0000
353.56 0:1 1:1 2:5 3:480 4:500 5:1000.2000 6:1005.1000 7:86.0000 8:2.9000 9:22.6000 10:96.0000 11:0.1000
35.91 0:1 1:1 2:5 3:500 4:520 5:1000.2000 6:1005.1000 7:86.0000 8:2.9000 9:22.6000 10:96.0000 11:0.1000
507.65 0:1 1:1 2:5 3:520 4:540 5:1000.2000 6:1005.1000 7:86.0000 8:2.9000 9:22.6000 10:96.0000 11:0.1000
111.32 0:1 1:1 2:5 3:540 4:560 5:999.4000 6:1004.3000 7:117.0000 8:2.0000 9:22.8000 10:97.0000 11:3.1000
793.58 0:1 1:1 2:5 3:560 4:580 5:999.4000 6:1004.3000 7:117.0000 8:2.0000 9:22.8000 10:97.0000 11:3.1000
191.64 0:1 1:1 2:5 3:580 4:600 5:999.4000 6:1004.3000 7:117.0000 8:2.0000 9:22.8000 10:97.0000 11:3.1000
32.5 0:1 1:1 2:6 3:480 4:500 5:1009.1000 6:1014.1000 7:13.0000 8:3.2000 9:20.6000 10:84.0000 11:0.0000
417.39 0:1 1:1 2:6 3:500 4:520 5:1009.1000 6:1014.1000 7:13.0000 8:3.2000 9:20.6000 10:84.0000 11:0.0000
555.48 0:1 1:1 2:6 3:520 4:540 5:1009.1000 6:1014.1000 7:13.0000 8:3.2000 9:20.6000 10:84.0000 11:0.0000
347.68 0:1 1:1 2:6 3:540 4:560 5:1009.9000 6:1014.9000 7:344.0000 8:1.9000 9:20.4000 10:87.0000 11:0.0000
772.43 0:1 1:1 2:6 3:560 4:580 5:1009.9000 6:1014.9000 7:344.0000 8:1.9000 9:20.4000 10:87.0000 11:0.0000
108.72 0:1 1:1 2:6 3:580 4:600 5:1009.9000 6:1014.9000 7:344.0000 8:1.9000 9:20.4000 10:87.0000 11:0.0000
94.13 0:1 1:1 2:0 3:480 4:500 5:1007.7000 6:1012.7000 7:175.0000 8:1.4000 9:24.5000 10:68.0000 11:0.0000
682.39 0:1 1:1 2:0 3:500 4:520 5:1007.7000 6:1012.7000 7:175.0000 8:1.4000 9:24.5000 10:68.0000 11:0.0000
535.87 0:1 1:1 2:0 3:520 4:540 5:1007.7000 6:1012.7000 7:175.0000 8:1.4000 9:24.5000 10:68.0000 11:0.0000
530.35 0:1 1:1 2:0 3:540 4:560 5:1007.3000 6:1012.3000 7:133.0000 8:0.9000 9:23.5000 10:79.0000 11:0.0000
680.03 0:1 1:1 2:0 3:560 4:580 5:1007.3000 6:1012.3000 7:133.0000 8:0.9000 9:23.5000 10:79.0000 11:0.0000
647.68 0:1 1:1 2:0 3:580 4:600 5:1007.3000 6:1012.3000 7:133.0000 8:0.9000 9:23.5000 10:79.0000 11:0.0000
134.38 0:1 1:3 2:1 3:480 4:500 5:1012.5000 6:1017.5000 7:128.0000 8:1.6000 9:23.4000 10:73.0000 11:0.0000
797.27 0:1 1:3 2:1 3:500 4:520 5:1012.5000 6:1017.5000 7:128.0000 8:1.6000 9:23.4000 10:73.0000 11:0.0000
518.69 0:1 1:3 2:1 3:520 4:540 5:1012.5000 6:1017.5000 7:128.0000 8:1.6000 9:23.4000 10:73.0000 11:0.0000
194.33 0:1 1:3 2:1 3:540 4:560 5:1013.0000 6:1018.0000 7:205.0000 8:0.6000 9:20.9000 10:94.0000 11:1.8000
551.26 0:1 1:3 2:1 3:560 4:580 5:1013.0000 6:1018.0000 7:205.0000 8:0.6000 9:20.9000 10:94.0000 11:1.8000
369.11 0:1 1:3 2:1 3:580 4:600 5:1013.0000 6:1018.0000 7:205.0000 8:0.6000 9:20.9000 10:94.0000 11:1.8000
784.17 0:1 1:3 2:2 3:480 4:500 5:1010.8000 6:1015.8000 7:89.0000 8:2.1000 9:20.7000 10:94.0000 11:1.0000
268.12 0:1 1:3 2:2 3:500 4:520 5:1010.8000 6:1015.8000 7:89.0000 8:2.1000 9:20.7000 10:94.0000 11:1.0000
45.38 0:1 1:3 2:2 3:520 4:540 5:1010.8000 6:1015.8000 7:89.0000 8:2.1000 9:20.7000 10:94.0000 11:1.0000
326.4 0:1 1:3 2:2 3:540 4:560 5:1010.9000 6:1015.9000 7:96.0000 8:1.8000 9:20.5000 10:95.0000 11:0.2000
719.5 0:1 1:3 2:2 3:560 4:580 5:1010.9000 6:1015.9000 7:96.0000 8:1.8000 9:20.5000 10:95.0000 11:0.2000
34.22 0:1 1:3 2:2 3:580 4:600 5:1010.9000 6:1015.9000 7:96.0000 8:1.8000 9:20.5000 10:95.0000 11:0.2000
496.7 0:1 1:3 2:3 3:480 4:500 5:1007.8000 6:1012.8000 7:94.0000 8:2.7000 9:22.3000 10:91.0000 11:0.0000
500.99 0:1 1:3 2:3 3:500 4:520 5:1007.8000 6:1012.8000 7:94.0000 8:2.7000 9:22.3000 10:91.0000 11:0.0000
735.57 0:1 1:3 2:3 3:520 4:540 5:1007.8000 6:1012.8000 7:94.0000 8:2.7000 9:22.3000 10:91.0000 11:0.0000
609.52 0:1 1:3 2:3 3:540 4:560 5:1008.1000 6:1013.1000 7:96.0000 8:2.0000 9:22.4000 10:91.0000 11:0.0000
109.12 0:1 1:3 2:3 3:560 4:580 5:1008.1000 6:1013.1000 7:96.0000 8:2.0000 9:22.4000 10:91.0000 11:0.0000
307.67 0:1 1:3 2:3 3:580 4:600 5:1008.1000 6:1013.1000 7:96.0000 8:2.0000 9:22.4000 10:91.0000 11:0.0000
198.67 0:1 1:3 2:4 3:480 4:500 5:1004.1000 6:1009.1000 7:335.0000 8:3.1000 9:21.4000 10:98.0000 11:0.5000
388.3 0:1 1:3 2:4 3:500 4:520 5:1004.1000 6:1009.1000 7:335.0000 8:3.1000 9:21.4000 10:98.0000 11:0.5000
56.87 0:1 1:3 2:4 3:520 4:540 5:1004.1000 6:1009.1000 7:335.0000 8:3.1000 9:21.4000 10:98.0000 11:0.5000
558.48 0:1 1:3 2:4 3:540 4:560 5:1004.3000 6:1009.3000 7:340.0000 8:2.8000 9:21.2000 10:98.0000 11:0.0000
767.7 0:1 1:3 2:4 3:560 4:580 5:1004.3000 6:1009.3000 7:340.0000 8:2.8000 9:21.2000 10:98.0000 11:0.0000
95.07 0:1 1:3 2:4 3:580 4:600 5:1004.3000 6:1009.3000 7:340.0000 8:2.8000 9:21.2000 10:98.0000 11:0.0000
265.24 0:1 1:3 2:5 3:480 4:500 5:1000.2000 6:1005.1000 7:86.0000 8:2.9000 9:22.6000 10:96.0000 11:0.1000
540.53 0:1 1:3 2:5 3:500 4:520 5:1000.2000 6:1005.1000 7:86.0000 8:2.9000 9:22.6000 10:96.0000 11:0.1000
236.79 0:1 1:3 2:5 3:520 4:540 5:1000.2000 6:1005.1000 7:86.0000 8:2.9000 9:22.6000 10:96.0000 11:0.1000
359.14 0:1 1:3 2:5 3:540 4:560 5:999.4000 6:1004.3000 7:117.0000 8:2.0000 9:22.8000 10:97.0000 11:3.1000
431.05 0:1 1:3 2:5 3:560 4:580 5:999.4000 6:1004.3000 7:117.0000 8:2.0000 9:22.8000 10:97.0000 11:3.1000
701.9 0:1 1:3 2:5 3:580 4:600 5:999.4000 6:1004.3000 7:117.0000 8:2.0000 9:22.8000 10:97.0000 11:3.1000
417.96 0:1 1:3 2:6 3:480 4:500 5:1009.1000 6:1014.1000 7:13.0000 8:3.2000 9:20.6000 10:84.0000 11:0.0000
508.88 0:1 1:3 2:6 3:500 4:520 5:1009.1000 6:1014.1000 7:13.0000 8:3.2000 9:20.6000 10:84.0000 11:0.0000
382.88 0:1 1:3 2:6 3:520 4:540 5:1009.1000 6:1014.1000 7:13.0000 8:3.2000 9:20.6000 10:84.0000 11:0.0000
496.56 0:1 1:3 2:6 3:540 4:560 5:1009.9000 6:1014.9000 7:344.0000 8:1.9000 9:20.4000 10:87.0000 11:0.0000
193.15 0:1 1:3 2:6 3:560 4:580 5:1009.9000 6:1014.9000 7:344.0000 8:1.9000 9:20.4000 10:87.0000 11:0.0000
254.65 0:1 1:3 2:6 3:580 4:600 5:1009.9000 6:1014.9000 7:344.0000 8:1.9000 9:20.4000 10:87.0000 11:0.0000
475.94 0:1 1:3 2:0 3:480 4:500 5:1007.7000 6:1012.7000 7:175.0000 8:1.4000 9:24.5000 10:68.0000 11:0.0000
473.15 0:1 1:3 2:0 3:500 4:520 5:1007.7000 6:1012.7000 7:175.0000 8:1.4000 9:24.5000 10:68.0000 11:0.0000
681.65 0:1 1:3 2:0 3:520 4:540 5:1007.7000 6:1012.7000 7:175.0000 8:1.4000 9:24.5000 10:68.0000 11:0.0000
707.82 0:1 1:3 2:0 3:540 4:560 5:1007.3000 6:1012.3000 7:133.0000 8:0.9000 9:23.5000 10:79.0000 11:0.0000
705.68 0:1 1:3 2:0 3:560 4:580 5:1007.3000 6:1012.3000 7:133.0000 8:0.9000 9:23.5000 10:79.0000 11:0.0000
104.19 0:1 1:3 2:0 3:580 4:600 5:1007.3000 6:1012.3000 7:133.0000 8:0.9000 9:23.5000 10:79.0000 11:0.0000
755.51 0:2 1:1 2:1 3:480 4:500 5:1012.5000 6:1017.5000 7:128.0000 8:1.6000 9:23.4000 10:73.0000 11:0.0000
511.98 0:2 1:1 2:1 3:500 4:520 5:1012.5000 6:1017.5000 7:128.0000 8:1.6000 9:23.4000 10:73.0000 11:0.0000
443.83 0:2 1:1 2:1 3:520 4:540 5:1012.5000 6:1017.5000 7:128.0000 8:1.6000 9:23.4000 10:73.0000 11:0.0000
711.83 0:2 1:1 2:1 3:540 4:560 5:1013.0000 6:1018.0000 7:205.0000 8:0.6000 9:20.9000 10:94.0000 11:1.8000
112.73 0:2 1:1 2:1 3:560 4:580 5:1013.0000 6:1018.0000 7:205.0000 8:0.6000 9:20.9000 10:94.0000 11:1.8000
779.28 0:2 1:1 2:1 3:580 4:600 5:1013.0000 6:1018.0000 7:205.0000 8:0.6000 9:20.9000 10:94.0000 11:1.8000
129.77 0:2 1:1 2:2 3:480 4:500 5:1010.8000 6:1015.8000 7:89.0000 8:2.1000 9:20.7000 10:94.0000 11:1.0000
444.61 0:2 1:1 2:2 3:500 4:520 5:1010.8000 6:1015.8000 7:89.0000 8:2.1000 9:20.7000 10:94.0000 11:1.0000
556.24 0:2 1:1 2:2 3:520 4:540 5:1010.8000 6:1015.8000 7:89.0000 8:2.1000 9:20.7000 10:94.0000 11:1.0000
401.62 0:2 1:1 2:2 3:540 4:560 5:1010.9000 6:1015.9000 7:96.0000 8:1.8000 9:20.5000 10:95.0000 11:0.2000
209.48 0:2 1:1 2:2 3:560 4:580 5:1010.9000 6:1015.9000 7:96.0000 8:1.8000 9:20.5000 10:95.0000 11:0.2000
711.04 0:2 1:1 2:2 3:580 4:600 5:1010.9000 6:1015.9000 7:96.0000 8:1.8000 9:20.5000 10:95.0000 11:0.2000
312.65 0:2 1:1 2:3 3:480 4:500 5:1007.8000 6:1012.8000 7:94.0000 8:2.7000 9:22.3000 10:91.0000 11:0.0000
93 0:2 1:1 2:3 3:500 4:520 5:1007.8000 6:1012.8000 7:94.0000 8:2.7000 9:22.3000 10:91.0000 11:0.0000
378.45 0:2 1:1 2:3 3:520 4:540 5:1007.8000 6:1012.8000 7:94.0000 8:2.7000 9:22.3000 10:91.0000 11:0.0000
792.19 0:2 1:1 2:3 3:540 4:560 5:1008.1000 6:1013.1000 7:96.0000 8:2.0000 9:22.4000 10:91.0000 11:0.0000
41.35 0:2 1:1 2:3 3:560 4:580 5:1008.1000 6:1013.1000 7:96.0000 8:2.0000 9:22.4000 10:91.0000 11:0.0000
744.79 0:2 1:1 2:3 3:580 4:600 5:1008.1000 6:1013.1000 7:96.0000 8:2.0000 9:22.4000 10:91.0000 11:0.0000
